,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,30.6,26.0,35.3,25.9,4.7,0,,,,,
1,Strongly disagree,Instructor 2,19.2,10.0,23.9,14.5,4.7,0,,,,,
2,Strongly disagree,Instructor 3,36.5,32.0,41.2,31.8,4.7,0,,,,,
3,Disagree,Instructor 1,55.2,55.0,59.9,50.5,4.7,0,,,,,
4,Disagree,Instructor 2,32.5,35.0,37.2,27.7,4.7,0,,,,,
5,Disagree,Instructor 3,21.5,22.0,26.2,16.8,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,16.3,17.0,21.0,11.6,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,65.2,65.0,69.9,60.4,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,85.9,86.0,90.6,81.1,4.7,0,,,,,
9,Agree,Instructor 1,53.4,53.0,58.1,48.7,4.7,0,,,,,
10,Agree,Instructor 2,104.5,102.0,109.2,99.7,4.7,0,,,,,
11,Agree,Instructor 3,63.8,62.0,68.6,59.1,4.7,0,,,,,
12,Strongly agree,Instructor 1,183.9,183.0,188.6,179.2,4.7,0,,,,,
13,Strongly agree,Instructor 2,153.5,154.0,158.2,148.8,4.7,0,,,,,
14,Strongly agree,Instructor 3,96.2,98.0,100.9,91.5,4.7,0,,,,,
15,Strongly disagree,Instructor 1,25.0,26.0,27.4,22.7,2.4,1,30.6,26.0,25.9,35.3,4.7
16,Strongly disagree,Instructor 2,13.3,10.0,15.6,10.9,2.4,1,19.2,10.0,14.5,23.9,4.7
17,Strongly disagree,Instructor 3,33.8,32.0,36.2,31.5,2.4,1,36.5,32.0,31.8,41.2,4.7
18,Disagree,Instructor 1,57.7,55.0,60.1,55.4,2.4,1,55.2,55.0,50.5,59.9,4.7
19,Disagree,Instructor 2,33.1,35.0,35.5,30.8,2.4,1,32.5,35.0,27.7,37.2,4.7
20,Disagree,Instructor 3,17.0,22.0,19.3,14.6,2.4,1,21.5,22.0,16.8,26.2,4.7
21,Neither agree nor disagree,Instructor 1,16.1,17.0,18.4,13.7,2.4,1,16.3,17.0,11.6,21.0,4.7
22,Neither agree nor disagree,Instructor 2,64.6,65.0,67.0,62.3,2.4,1,65.2,65.0,60.4,69.9,4.7
23,Neither agree nor disagree,Instructor 3,87.2,86.0,89.5,84.8,2.4,1,85.9,86.0,81.1,90.6,4.7
24,Agree,Instructor 1,56.7,53.0,59.1,54.3,2.4,1,53.4,53.0,48.7,58.1,4.7
25,Agree,Instructor 2,103.0,102.0,105.3,100.6,2.4,1,104.5,102.0,99.7,109.2,4.7
26,Agree,Instructor 3,61.9,62.0,64.3,59.5,2.4,1,63.8,62.0,59.1,68.6,4.7
27,Strongly agree,Instructor 1,185.0,183.0,187.3,182.6,2.4,1,183.9,183.0,179.2,188.6,4.7
28,Strongly agree,Instructor 2,154.3,154.0,156.6,151.9,2.4,1,153.5,154.0,148.8,158.2,4.7
29,Strongly agree,Instructor 3,93.8,98.0,96.1,91.4,2.4,1,96.2,98.0,91.5,100.9,4.7
30,Strongly disagree,Instructor 1,22.5,26.0,24.1,20.9,1.6,2,25.0,26.0,22.7,27.4,2.4
31,Strongly disagree,Instructor 2,12.1,10.0,13.6,10.5,1.6,2,13.3,10.0,10.9,15.6,2.4
32,Strongly disagree,Instructor 3,32.1,32.0,33.7,30.6,1.6,2,33.8,32.0,31.5,36.2,2.4
33,Disagree,Instructor 1,57.1,55.0,58.7,55.6,1.6,2,57.7,55.0,55.4,60.1,2.4
34,Disagree,Instructor 2,32.8,35.0,34.4,31.2,1.6,2,33.1,35.0,30.8,35.5,2.4
35,Disagree,Instructor 3,18.7,22.0,20.3,17.2,1.6,2,17.0,22.0,14.6,19.3,2.4
36,Neither agree nor disagree,Instructor 1,14.6,17.0,16.2,13.0,1.6,2,16.1,17.0,13.7,18.4,2.4
37,Neither agree nor disagree,Instructor 2,65.4,65.0,67.0,63.9,1.6,2,64.6,65.0,62.3,67.0,2.4
38,Neither agree nor disagree,Instructor 3,89.1,86.0,90.7,87.6,1.6,2,87.2,86.0,84.8,89.5,2.4
39,Agree,Instructor 1,57.9,53.0,59.5,56.3,1.6,2,56.7,53.0,54.3,59.1,2.4
40,Agree,Instructor 2,102.9,102.0,104.5,101.3,1.6,2,103.0,102.0,100.6,105.3,2.4
41,Agree,Instructor 3,62.4,62.0,63.9,60.8,1.6,2,61.9,62.0,59.5,64.3,2.4
42,Strongly agree,Instructor 1,184.4,183.0,185.9,182.8,1.6,2,185.0,183.0,182.6,187.3,2.4
43,Strongly agree,Instructor 2,154.1,154.0,155.7,152.5,1.6,2,154.3,154.0,151.9,156.6,2.4
