,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,19.1,23.0,23.8,14.4,4.7,0,,,,,
1,Strongly disagree,Instructor 2,34.2,32.0,38.9,29.5,4.7,0,,,,,
2,Strongly disagree,Instructor 3,80.9,83.0,85.6,76.1,4.7,0,,,,,
3,Disagree,Instructor 1,7.2,19.0,11.9,2.5,4.7,0,,,,,
4,Disagree,Instructor 2,26.1,20.0,30.8,21.3,4.7,0,,,,,
5,Disagree,Instructor 3,80.4,75.0,85.1,75.7,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,39.2,31.0,43.9,34.5,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,63.7,68.0,68.4,59.0,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,215.1,217.0,219.8,210.4,4.7,0,,,,,
9,Agree,Instructor 1,46.3,39.0,51.0,41.6,4.7,0,,,,,
10,Agree,Instructor 2,80.1,76.0,84.8,75.4,4.7,0,,,,,
11,Agree,Instructor 3,128.0,146.0,132.7,123.3,4.7,0,,,,,
12,Strongly agree,Instructor 1,37.4,37.0,42.1,32.7,4.7,0,,,,,
13,Strongly agree,Instructor 2,53.9,54.0,58.6,49.2,4.7,0,,,,,
14,Strongly agree,Instructor 3,82.6,80.0,87.3,77.8,4.7,0,,,,,
15,Strongly disagree,Instructor 1,20.2,23.0,22.6,17.9,2.4,1,19.1,23.0,14.4,23.8,4.7
16,Strongly disagree,Instructor 2,33.8,32.0,36.1,31.4,2.4,1,34.2,32.0,29.5,38.9,4.7
17,Strongly disagree,Instructor 3,81.8,83.0,84.2,79.5,2.4,1,80.9,83.0,76.1,85.6,4.7
18,Disagree,Instructor 1,12.2,19.0,14.6,9.8,2.4,1,7.2,19.0,2.5,11.9,4.7
19,Disagree,Instructor 2,24.1,20.0,26.4,21.7,2.4,1,26.1,20.0,21.3,30.8,4.7
20,Disagree,Instructor 3,78.6,75.0,80.9,76.2,2.4,1,80.4,75.0,75.7,85.1,4.7
21,Neither agree nor disagree,Instructor 1,34.4,31.0,36.8,32.1,2.4,1,39.2,31.0,34.5,43.9,4.7
22,Neither agree nor disagree,Instructor 2,71.1,68.0,73.4,68.7,2.4,1,63.7,68.0,59.0,68.4,4.7
23,Neither agree nor disagree,Instructor 3,216.5,217.0,218.9,214.2,2.4,1,215.1,217.0,210.4,219.8,4.7
24,Agree,Instructor 1,43.9,39.0,46.3,41.6,2.4,1,46.3,39.0,41.6,51.0,4.7
25,Agree,Instructor 2,79.8,76.0,82.1,77.4,2.4,1,80.1,76.0,75.4,84.8,4.7
26,Agree,Instructor 3,136.7,146.0,139.0,134.3,2.4,1,128.0,146.0,123.3,132.7,4.7
27,Strongly agree,Instructor 1,36.8,37.0,39.2,34.5,2.4,1,37.4,37.0,32.7,42.1,4.7
28,Strongly agree,Instructor 2,61.7,54.0,64.0,59.3,2.4,1,53.9,54.0,49.2,58.6,4.7
29,Strongly agree,Instructor 3,79.6,80.0,81.9,77.2,2.4,1,82.6,80.0,77.8,87.3,4.7
30,Strongly disagree,Instructor 1,21.1,23.0,22.7,19.5,1.6,2,20.2,23.0,17.9,22.6,2.4
