,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,18.4,19.0,23.1,13.7,4.7,0,,,,,
1,Strongly disagree,Instructor 2,10.9,9.0,15.7,6.2,4.7,0,,,,,
2,Strongly disagree,Instructor 3,6.1,34.0,10.8,1.3,4.7,0,,,,,
3,Disagree,Instructor 1,34.3,36.0,39.0,29.6,4.7,0,,,,,
4,Disagree,Instructor 2,19.9,24.0,24.6,15.2,4.7,0,,,,,
5,Disagree,Instructor 3,20.7,24.0,25.4,16.0,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,23.8,25.0,28.5,19.1,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,60.2,61.0,64.9,55.5,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,88.3,88.0,93.0,83.6,4.7,0,,,,,
9,Agree,Instructor 1,51.4,52.0,56.1,46.7,4.7,0,,,,,
10,Agree,Instructor 2,103.0,106.0,107.7,98.3,4.7,0,,,,,
11,Agree,Instructor 3,82.7,78.0,87.4,78.0,4.7,0,,,,,
12,Strongly agree,Instructor 1,167.3,177.0,172.0,162.6,4.7,0,,,,,
13,Strongly agree,Instructor 2,171.4,170.0,176.1,166.7,4.7,0,,,,,
14,Strongly agree,Instructor 3,96.4,97.0,101.1,91.7,4.7,0,,,,,
15,Strongly disagree,Instructor 1,21.0,19.0,23.4,18.7,2.4,1,18.4,19.0,13.7,23.1,4.7
16,Strongly disagree,Instructor 2,12.6,9.0,14.9,10.2,2.4,1,10.9,9.0,6.2,15.7,4.7
17,Strongly disagree,Instructor 3,17.1,34.0,19.4,14.7,2.4,1,6.1,34.0,1.3,10.8,4.7
18,Disagree,Instructor 1,30.9,36.0,33.3,28.6,2.4,1,34.3,36.0,29.6,39.0,4.7
19,Disagree,Instructor 2,20.2,24.0,22.5,17.8,2.4,1,19.9,24.0,15.2,24.6,4.7
20,Disagree,Instructor 3,19.6,24.0,22.0,17.3,2.4,1,20.7,24.0,16.0,25.4,4.7
21,Neither agree nor disagree,Instructor 1,24.1,25.0,26.5,21.7,2.4,1,23.8,25.0,19.1,28.5,4.7
22,Neither agree nor disagree,Instructor 2,64.7,61.0,67.1,62.4,2.4,1,60.2,61.0,55.5,64.9,4.7
23,Neither agree nor disagree,Instructor 3,88.2,88.0,90.6,85.9,2.4,1,88.3,88.0,83.6,93.0,4.7
24,Agree,Instructor 1,52.5,52.0,54.9,50.2,2.4,1,51.4,52.0,46.7,56.1,4.7
25,Agree,Instructor 2,105.3,106.0,107.6,102.9,2.4,1,103.0,106.0,98.3,107.7,4.7
26,Agree,Instructor 3,82.2,78.0,84.6,79.8,2.4,1,82.7,78.0,78.0,87.4,4.7
27,Strongly agree,Instructor 1,166.6,177.0,169.0,164.3,2.4,1,167.3,177.0,162.6,172.0,4.7
28,Strongly agree,Instructor 2,171.9,170.0,174.2,169.5,2.4,1,171.4,170.0,166.7,176.1,4.7
29,Strongly agree,Instructor 3,103.0,97.0,105.4,100.7,2.4,1,96.4,97.0,91.7,101.1,4.7
30,Strongly disagree,Instructor 1,19.7,19.0,21.3,18.2,1.6,2,21.0,19.0,18.7,23.4,2.4
31,Strongly disagree,Instructor 2,9.9,9.0,11.5,8.3,1.6,2,12.6,9.0,10.2,14.9,2.4
32,Strongly disagree,Instructor 3,19.1,34.0,20.7,17.5,1.6,2,17.1,34.0,14.7,19.4,2.4
33,Disagree,Instructor 1,33.1,36.0,34.7,31.5,1.6,2,30.9,36.0,28.6,33.3,2.4
34,Disagree,Instructor 2,20.5,24.0,22.1,18.9,1.6,2,20.2,24.0,17.8,22.5,2.4
35,Disagree,Instructor 3,21.1,24.0,22.6,19.5,1.6,2,19.6,24.0,17.3,22.0,2.4
36,Neither agree nor disagree,Instructor 1,21.9,25.0,23.5,20.3,1.6,2,24.1,25.0,21.7,26.5,2.4
