,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,0 - 9,1-9,-12.9,0.0,-8.2,-17.6,4.7,0,,,,,
1,0 - 9,10-19,0.0,0.0,4.7,-4.7,4.7,0,,,,,
2,0 - 9,20-29,-0.0,0.0,4.7,-4.7,4.7,0,,,,,
3,0 - 9,30-39,-4.4,0.0,0.3,-9.1,4.7,0,,,,,
4,0 - 9,40-49,-4.2,0.0,0.5,-8.9,4.7,0,,,,,
5,0 - 9,50-89,-2.8,0.0,2.0,-7.5,4.7,0,,,,,
6,10 - 19,1-9,8.7,11.0,13.4,4.0,4.7,0,,,,,
7,10 - 19,10-19,-3.9,2.0,0.8,-8.7,4.7,0,,,,,
8,10 - 19,20-29,-1.2,0.0,3.5,-5.9,4.7,0,,,,,
9,10 - 19,30-39,-3.7,0.0,1.1,-8.4,4.7,0,,,,,
10,10 - 19,40-49,4.7,0.0,9.4,0.0,4.7,0,,,,,
11,10 - 19,50-89,7.7,0.0,12.5,3.0,4.7,0,,,,,
12,20 - 29,1-9,8.7,7.0,13.4,4.0,4.7,0,,,,,
13,20 - 29,10-19,7.5,7.0,12.2,2.8,4.7,0,,,,,
14,20 - 29,20-29,5.3,0.0,10.0,0.6,4.7,0,,,,,
15,20 - 29,30-39,1.4,0.0,6.1,-3.4,4.7,0,,,,,
16,20 - 29,40-49,0.3,0.0,5.0,-4.4,4.7,0,,,,,
17,20 - 29,50-89,1.7,0.0,6.4,-3.0,4.7,0,,,,,
18,30 - 39,1-9,16.6,15.0,21.4,11.9,4.7,0,,,,,
19,30 - 39,10-19,38.5,35.0,43.2,33.8,4.7,0,,,,,
20,30 - 39,20-29,8.8,9.0,13.5,4.0,4.7,0,,,,,
21,30 - 39,30-39,10.1,3.0,14.8,5.4,4.7,0,,,,,
22,30 - 39,40-49,3.1,0.0,7.8,-1.6,4.7,0,,,,,
23,30 - 39,50-89,11.3,0.0,16.1,6.6,4.7,0,,,,,
24,40 - 49,1-9,21.1,21.0,25.9,16.4,4.7,0,,,,,
25,40 - 49,10-19,52.4,45.0,57.1,47.7,4.7,0,,,,,
26,40 - 49,20-29,21.2,20.0,25.9,16.5,4.7,0,,,,,
27,40 - 49,30-39,11.3,7.0,16.0,6.5,4.7,0,,,,,
28,40 - 49,40-49,10.5,1.0,15.2,5.8,4.7,0,,,,,
29,40 - 49,50-89,-0.3,3.0,4.4,-5.0,4.7,0,,,,,
30,50 - 59,1-9,37.6,33.0,42.3,32.9,4.7,0,,,,,
31,50 - 59,10-19,101.6,96.0,106.3,96.9,4.7,0,,,,,
32,50 - 59,20-29,36.4,34.0,41.1,31.7,4.7,0,,,,,
33,50 - 59,30-39,9.8,11.0,14.5,5.1,4.7,0,,,,,
34,50 - 59,40-49,3.7,4.0,8.5,-1.0,4.7,0,,,,,
35,50 - 59,50-89,2.8,2.0,7.5,-1.9,4.7,0,,,,,
36,60 - 69,1-9,38.8,39.0,43.6,34.1,4.7,0,,,,,
37,60 - 69,10-19,93.5,94.0,98.3,88.8,4.7,0,,,,,
38,60 - 69,20-29,54.5,50.0,59.2,49.8,4.7,0,,,,,
39,60 - 69,30-39,6.7,10.0,11.4,2.0,4.7,0,,,,,
40,60 - 69,40-49,6.6,5.0,11.3,1.9,4.7,0,,,,,
41,60 - 69,50-89,2.7,1.0,7.5,-2.0,4.7,0,,,,,
42,70 - 79,1-9,27.5,36.0,32.2,22.8,4.7,0,,,,,
43,70 - 79,10-19,129.2,128.0,133.9,124.4,4.7,0,,,,,
44,70 - 79,20-29,64.1,63.0,68.8,59.4,4.7,0,,,,,
45,70 - 79,30-39,7.7,8.0,12.4,3.0,4.7,0,,,,,
46,70 - 79,40-49,-1.5,6.0,3.2,-6.2,4.7,0,,,,,
47,70 - 79,50-89,-7.5,1.0,-2.8,-12.3,4.7,0,,,,,
48,80 - 89,1-9,25.0,22.0,29.7,20.3,4.7,0,,,,,
49,80 - 89,10-19,105.3,109.0,110.0,100.5,4.7,0,,,,,
50,80 - 89,20-29,30.7,35.0,35.4,26.0,4.7,0,,,,,
51,80 - 89,30-39,3.8,5.0,8.6,-0.9,4.7,0,,,,,
52,80 - 89,40-49,-0.1,0.0,4.6,-4.8,4.7,0,,,,,
53,80 - 89,50-89,1.7,0.0,6.4,-3.0,4.7,0,,,,,
54,90 - 99,1-9,5.9,8.0,10.6,1.2,4.7,0,,,,,
55,90 - 99,10-19,16.7,11.0,21.4,12.0,4.7,0,,,,,
56,90 - 99,20-29,-7.3,3.0,-2.6,-12.0,4.7,0,,,,,
57,90 - 99,30-39,-1.0,0.0,3.8,-5.7,4.7,0,,,,,
58,90 - 99,40-49,-3.1,0.0,1.7,-7.8,4.7,0,,,,,
59,90 - 99,50-89,-1.3,0.0,3.5,-6.0,4.7,0,,,,,
60,0 - 9,1-9,-6.2,0.0,-3.8,-8.5,2.4,1,-12.9,0.0,-17.6,-8.2,4.7
61,0 - 9,10-19,-0.0,0.0,2.3,-2.4,2.4,1,0.0,0.0,-4.7,4.7,4.7
62,0 - 9,20-29,-0.3,0.0,2.1,-2.6,2.4,1,-0.0,0.0,-4.7,4.7,4.7
63,0 - 9,30-39,-1.1,0.0,1.2,-3.5,2.4,1,-4.4,0.0,-9.1,0.3,4.7
64,0 - 9,40-49,-1.9,0.0,0.5,-4.3,2.4,1,-4.2,0.0,-8.9,0.5,4.7
65,0 - 9,50-89,-2.2,0.0,0.1,-4.6,2.4,1,-2.8,0.0,-7.5,2.0,4.7
66,10 - 19,1-9,8.5,11.0,10.9,6.1,2.4,1,8.7,11.0,4.0,13.4,4.7
67,10 - 19,10-19,-3.1,2.0,-0.8,-5.5,2.4,1,-3.9,2.0,-8.7,0.8,4.7
68,10 - 19,20-29,-0.2,0.0,2.2,-2.5,2.4,1,-1.2,0.0,-5.9,3.5,4.7
69,10 - 19,30-39,-1.9,0.0,0.5,-4.2,2.4,1,-3.7,0.0,-8.4,1.1,4.7
70,10 - 19,40-49,0.7,0.0,3.0,-1.7,2.4,1,4.7,0.0,0.0,9.4,4.7
71,10 - 19,50-89,1.3,0.0,3.7,-1.0,2.4,1,7.7,0.0,3.0,12.5,4.7
72,20 - 29,1-9,6.9,7.0,9.3,4.6,2.4,1,8.7,7.0,4.0,13.4,4.7
73,20 - 29,10-19,4.6,7.0,7.0,2.3,2.4,1,7.5,7.0,2.8,12.2,4.7
74,20 - 29,20-29,2.6,0.0,5.0,0.3,2.4,1,5.3,0.0,0.6,10.0,4.7
75,20 - 29,30-39,1.2,0.0,3.5,-1.2,2.4,1,1.4,0.0,-3.4,6.1,4.7
76,20 - 29,40-49,-4.1,0.0,-1.8,-6.5,2.4,1,0.3,0.0,-4.4,5.0,4.7
77,20 - 29,50-89,0.9,0.0,3.2,-1.5,2.4,1,1.7,0.0,-3.0,6.4,4.7
78,30 - 39,1-9,17.3,15.0,19.6,14.9,2.4,1,16.6,15.0,11.9,21.4,4.7
79,30 - 39,10-19,38.0,35.0,40.3,35.6,2.4,1,38.5,35.0,33.8,43.2,4.7
80,30 - 39,20-29,7.8,9.0,10.2,5.4,2.4,1,8.8,9.0,4.0,13.5,4.7
81,30 - 39,30-39,3.9,3.0,6.2,1.5,2.4,1,10.1,3.0,5.4,14.8,4.7
82,30 - 39,40-49,4.6,0.0,6.9,2.2,2.4,1,3.1,0.0,-1.6,7.8,4.7
83,30 - 39,50-89,5.7,0.0,8.1,3.4,2.4,1,11.3,0.0,6.6,16.1,4.7
84,40 - 49,1-9,18.6,21.0,20.9,16.2,2.4,1,21.1,21.0,16.4,25.9,4.7
85,40 - 49,10-19,50.6,45.0,53.0,48.3,2.4,1,52.4,45.0,47.7,57.1,4.7
86,40 - 49,20-29,20.8,20.0,23.1,18.4,2.4,1,21.2,20.0,16.5,25.9,4.7
87,40 - 49,30-39,8.0,7.0,10.4,5.7,2.4,1,11.3,7.0,6.5,16.0,4.7
88,40 - 49,40-49,6.0,1.0,8.4,3.7,2.4,1,10.5,1.0,5.8,15.2,4.7
89,40 - 49,50-89,0.6,3.0,2.9,-1.8,2.4,1,-0.3,3.0,-5.0,4.4,4.7
90,50 - 59,1-9,35.3,33.0,37.6,32.9,2.4,1,37.6,33.0,32.9,42.3,4.7
91,50 - 59,10-19,103.2,96.0,105.6,100.9,2.4,1,101.6,96.0,96.9,106.3,4.7
92,50 - 59,20-29,35.3,34.0,37.6,32.9,2.4,1,36.4,34.0,31.7,41.1,4.7
93,50 - 59,30-39,13.1,11.0,15.5,10.8,2.4,1,9.8,11.0,5.1,14.5,4.7
94,50 - 59,40-49,2.7,4.0,5.1,0.4,2.4,1,3.7,4.0,-1.0,8.5,4.7
95,50 - 59,50-89,2.5,2.0,4.8,0.1,2.4,1,2.8,2.0,-1.9,7.5,4.7
96,60 - 69,1-9,40.6,39.0,42.9,38.2,2.4,1,38.8,39.0,34.1,43.6,4.7
97,60 - 69,10-19,90.6,94.0,92.9,88.2,2.4,1,93.5,94.0,88.8,98.3,4.7
