,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,32.7,30.0,37.4,28.0,4.7,0,,,,,
1,Strongly disagree,Instructor 2,19.5,22.0,24.2,14.8,4.7,0,,,,,
2,Strongly disagree,Instructor 3,108.5,105.0,113.2,103.8,4.7,0,,,,,
3,Disagree,Instructor 1,17.7,8.0,22.4,13.0,4.7,0,,,,,
4,Disagree,Instructor 2,22.7,23.0,27.4,18.0,4.7,0,,,,,
5,Disagree,Instructor 3,67.8,67.0,72.5,63.1,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,38.1,37.0,42.8,33.4,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,67.0,65.0,71.7,62.2,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,184.1,193.0,188.9,179.4,4.7,0,,,,,
9,Agree,Instructor 1,46.8,54.0,51.6,42.1,4.7,0,,,,,
10,Agree,Instructor 2,87.2,83.0,91.9,82.5,4.7,0,,,,,
11,Agree,Instructor 3,142.0,143.0,146.7,137.3,4.7,0,,,,,
12,Strongly agree,Instructor 1,26.8,29.0,31.5,22.1,4.7,0,,,,,
13,Strongly agree,Instructor 2,48.8,50.0,53.5,44.1,4.7,0,,,,,
14,Strongly agree,Instructor 3,77.8,91.0,82.5,73.0,4.7,0,,,,,
15,Strongly disagree,Instructor 1,26.8,30.0,29.1,24.4,2.4,1,32.7,30.0,28.0,37.4,4.7
16,Strongly disagree,Instructor 2,17.4,22.0,19.7,15.0,2.4,1,19.5,22.0,14.8,24.2,4.7
17,Strongly disagree,Instructor 3,107.2,105.0,109.6,104.9,2.4,1,108.5,105.0,103.8,113.2,4.7
18,Disagree,Instructor 1,6.1,8.0,8.4,3.7,2.4,1,17.7,8.0,13.0,22.4,4.7
19,Disagree,Instructor 2,24.0,23.0,26.3,21.6,2.4,1,22.7,23.0,18.0,27.4,4.7
20,Disagree,Instructor 3,69.0,67.0,71.4,66.7,2.4,1,67.8,67.0,63.1,72.5,4.7
21,Neither agree nor disagree,Instructor 1,38.2,37.0,40.5,35.8,2.4,1,38.1,37.0,33.4,42.8,4.7
22,Neither agree nor disagree,Instructor 2,66.0,65.0,68.4,63.7,2.4,1,67.0,65.0,62.2,71.7,4.7
23,Neither agree nor disagree,Instructor 3,188.5,193.0,190.9,186.1,2.4,1,184.1,193.0,179.4,188.9,4.7
24,Agree,Instructor 1,32.7,54.0,35.1,30.3,2.4,1,46.8,54.0,42.1,51.6,4.7
25,Agree,Instructor 2,83.9,83.0,86.3,81.6,2.4,1,87.2,83.0,82.5,91.9,4.7
26,Agree,Instructor 3,143.4,143.0,145.8,141.1,2.4,1,142.0,143.0,137.3,146.7,4.7
27,Strongly agree,Instructor 1,26.9,29.0,29.3,24.5,2.4,1,26.8,29.0,22.1,31.5,4.7
28,Strongly agree,Instructor 2,50.2,50.0,52.6,47.9,2.4,1,48.8,50.0,44.1,53.5,4.7
29,Strongly agree,Instructor 3,87.4,91.0,89.8,85.0,2.4,1,77.8,91.0,73.0,82.5,4.7
30,Strongly disagree,Instructor 1,28.7,30.0,30.3,27.1,1.6,2,26.8,30.0,24.4,29.1,2.4
31,Strongly disagree,Instructor 2,16.7,22.0,18.3,15.1,1.6,2,17.4,22.0,15.0,19.7,2.4
32,Strongly disagree,Instructor 3,107.0,105.0,108.6,105.4,1.6,2,107.2,105.0,104.9,109.6,2.4
33,Disagree,Instructor 1,5.3,8.0,6.9,3.7,1.6,2,6.1,8.0,3.7,8.4,2.4
34,Disagree,Instructor 2,21.8,23.0,23.4,20.3,1.6,2,24.0,23.0,21.6,26.3,2.4
35,Disagree,Instructor 3,67.6,67.0,69.1,66.0,1.6,2,69.0,67.0,66.7,71.4,2.4
36,Neither agree nor disagree,Instructor 1,39.9,37.0,41.5,38.3,1.6,2,38.2,37.0,35.8,40.5,2.4
37,Neither agree nor disagree,Instructor 2,66.2,65.0,67.7,64.6,1.6,2,66.0,65.0,63.7,68.4,2.4
38,Neither agree nor disagree,Instructor 3,189.2,193.0,190.7,187.6,1.6,2,188.5,193.0,186.1,190.9,2.4
39,Agree,Instructor 1,39.9,54.0,41.5,38.4,1.6,2,32.7,54.0,30.3,35.1,2.4
40,Agree,Instructor 2,81.5,83.0,83.0,79.9,1.6,2,83.9,83.0,81.6,86.3,2.4
41,Agree,Instructor 3,144.6,143.0,146.1,143.0,1.6,2,143.4,143.0,141.1,145.8,2.4
42,Strongly agree,Instructor 1,26.2,29.0,27.8,24.7,1.6,2,26.9,29.0,24.5,29.3,2.4
43,Strongly agree,Instructor 2,49.1,50.0,50.6,47.5,1.6,2,50.2,50.0,47.9,52.6,2.4
44,Strongly agree,Instructor 3,88.6,91.0,90.2,87.0,1.6,2,87.4,91.0,85.0,89.8,2.4
45,Strongly disagree,Instructor 1,30.5,30.0,31.7,29.3,1.2,3,28.7,30.0,27.1,30.3,1.6
46,Strongly disagree,Instructor 2,17.8,22.0,18.9,16.6,1.2,3,16.7,22.0,15.1,18.3,1.6
47,Strongly disagree,Instructor 3,105.9,105.0,107.0,104.7,1.2,3,107.0,105.0,105.4,108.6,1.6
48,Disagree,Instructor 1,4.9,8.0,6.1,3.7,1.2,3,5.3,8.0,3.7,6.9,1.6
49,Disagree,Instructor 2,21.5,23.0,22.7,20.3,1.2,3,21.8,23.0,20.3,23.4,1.6
50,Disagree,Instructor 3,67.6,67.0,68.8,66.4,1.2,3,67.6,67.0,66.0,69.1,1.6
51,Neither agree nor disagree,Instructor 1,41.3,37.0,42.4,40.1,1.2,3,39.9,37.0,38.3,41.5,1.6
52,Neither agree nor disagree,Instructor 2,65.8,65.0,67.0,64.6,1.2,3,66.2,65.0,64.6,67.7,1.6
53,Neither agree nor disagree,Instructor 3,189.0,193.0,190.2,187.8,1.2,3,189.2,193.0,187.6,190.7,1.6
54,Agree,Instructor 1,42.7,54.0,43.9,41.5,1.2,3,39.9,54.0,38.4,41.5,1.6
55,Agree,Instructor 2,81.0,83.0,82.2,79.8,1.2,3,81.5,83.0,79.9,83.0,1.6
56,Agree,Instructor 3,144.1,143.0,145.2,142.9,1.2,3,144.6,143.0,143.0,146.1,1.6
57,Strongly agree,Instructor 1,29.2,29.0,30.4,28.0,1.2,3,26.2,29.0,24.7,27.8,1.6
58,Strongly agree,Instructor 2,48.3,50.0,49.4,47.1,1.2,3,49.1,50.0,47.5,50.6,1.6
59,Strongly agree,Instructor 3,90.2,91.0,91.3,89.0,1.2,3,88.6,91.0,87.0,90.2,1.6
60,Strongly disagree,Instructor 1,29.2,30.0,30.1,28.2,0.9,4,30.5,30.0,29.3,31.7,1.2
61,Strongly disagree,Instructor 2,18.2,22.0,19.1,17.2,0.9,4,17.8,22.0,16.6,18.9,1.2
62,Strongly disagree,Instructor 3,105.9,105.0,106.9,105.0,0.9,4,105.9,105.0,104.7,107.0,1.2
63,Disagree,Instructor 1,5.8,8.0,6.8,4.9,0.9,4,4.9,8.0,3.7,6.1,1.2
64,Disagree,Instructor 2,23.5,23.0,24.5,22.6,0.9,4,21.5,23.0,20.3,22.7,1.2
65,Disagree,Instructor 3,67.1,67.0,68.0,66.2,0.9,4,67.6,67.0,66.4,68.8,1.2
66,Neither agree nor disagree,Instructor 1,41.2,37.0,42.1,40.3,0.9,4,41.3,37.0,40.1,42.4,1.2
67,Neither agree nor disagree,Instructor 2,65.1,65.0,66.0,64.2,0.9,4,65.8,65.0,64.6,67.0,1.2
68,Neither agree nor disagree,Instructor 3,190.1,193.0,191.1,189.2,0.9,4,189.0,193.0,187.8,190.2,1.2
69,Agree,Instructor 1,44.4,54.0,45.3,43.4,0.9,4,42.7,54.0,41.5,43.9,1.2
70,Agree,Instructor 2,80.0,83.0,81.0,79.1,0.9,4,81.0,83.0,79.8,82.2,1.2
71,Agree,Instructor 3,144.3,143.0,145.2,143.4,0.9,4,144.1,143.0,142.9,145.2,1.2
72,Strongly agree,Instructor 1,28.2,29.0,29.2,27.3,0.9,4,29.2,29.0,28.0,30.4,1.2
73,Strongly agree,Instructor 2,48.1,50.0,49.0,47.1,0.9,4,48.3,50.0,47.1,49.4,1.2
74,Strongly agree,Instructor 3,89.9,91.0,90.9,89.0,0.9,4,90.2,91.0,89.0,91.3,1.2
75,Strongly disagree,Instructor 1,29.5,30.0,30.3,28.7,0.8,5,29.2,30.0,28.2,30.1,0.9
76,Strongly disagree,Instructor 2,19.8,22.0,20.6,19.0,0.8,5,18.2,22.0,17.2,19.1,0.9
77,Strongly disagree,Instructor 3,105.8,105.0,106.6,105.0,0.8,5,105.9,105.0,105.0,106.9,0.9
78,Disagree,Instructor 1,4.2,8.0,5.0,3.4,0.8,5,5.8,8.0,4.9,6.8,0.9
79,Disagree,Instructor 2,24.1,23.0,24.8,23.3,0.8,5,23.5,23.0,22.6,24.5,0.9
80,Disagree,Instructor 3,67.6,67.0,68.4,66.8,0.8,5,67.1,67.0,66.2,68.0,0.9
81,Neither agree nor disagree,Instructor 1,39.9,37.0,40.7,39.1,0.8,5,41.2,37.0,40.3,42.1,0.9
82,Neither agree nor disagree,Instructor 2,65.7,65.0,66.5,64.9,0.8,5,65.1,65.0,64.2,66.0,0.9
83,Neither agree nor disagree,Instructor 3,190.7,193.0,191.5,189.9,0.8,5,190.1,193.0,189.2,191.1,0.9
84,Agree,Instructor 1,45.3,54.0,46.1,44.5,0.8,5,44.4,54.0,43.4,45.3,0.9
85,Agree,Instructor 2,79.6,83.0,80.4,78.9,0.8,5,80.0,83.0,79.1,81.0,0.9
86,Agree,Instructor 3,144.2,143.0,144.9,143.4,0.8,5,144.3,143.0,143.4,145.2,0.9
87,Strongly agree,Instructor 1,29.6,29.0,30.4,28.9,0.8,5,28.2,29.0,27.3,29.2,0.9
88,Strongly agree,Instructor 2,48.8,50.0,49.6,48.0,0.8,5,48.1,50.0,47.1,49.0,0.9
89,Strongly agree,Instructor 3,90.0,91.0,90.7,89.2,0.8,5,89.9,91.0,89.0,90.9,0.9
90,Strongly disagree,Instructor 1,29.4,30.0,30.1,28.8,0.7,6,29.5,30.0,28.7,30.3,0.8
91,Strongly disagree,Instructor 2,19.6,22.0,20.2,18.9,0.7,6,19.8,22.0,19.0,20.6,0.8
92,Strongly disagree,Instructor 3,105.4,105.0,106.1,104.7,0.7,6,105.8,105.0,105.0,106.6,0.8
93,Disagree,Instructor 1,4.5,8.0,5.2,3.8,0.7,6,4.2,8.0,3.4,5.0,0.8
94,Disagree,Instructor 2,23.3,23.0,24.0,22.6,0.7,6,24.1,23.0,23.3,24.8,0.8
95,Disagree,Instructor 3,67.8,67.0,68.5,67.1,0.7,6,67.6,67.0,66.8,68.4,0.8
96,Neither agree nor disagree,Instructor 1,39.6,37.0,40.2,38.9,0.7,6,39.9,37.0,39.1,40.7,0.8
97,Neither agree nor disagree,Instructor 2,65.1,65.0,65.8,64.4,0.7,6,65.7,65.0,64.9,66.5,0.8
98,Neither agree nor disagree,Instructor 3,191.0,193.0,191.7,190.3,0.7,6,190.7,193.0,189.9,191.5,0.8
99,Agree,Instructor 1,46.4,54.0,47.1,45.7,0.7,6,45.3,54.0,44.5,46.1,0.8
100,Agree,Instructor 2,80.1,83.0,80.8,79.4,0.7,6,79.6,83.0,78.9,80.4,0.8
101,Agree,Instructor 3,143.3,143.0,144.0,142.6,0.7,6,144.2,143.0,143.4,144.9,0.8
102,Strongly agree,Instructor 1,30.1,29.0,30.8,29.4,0.7,6,29.6,29.0,28.9,30.4,0.8
103,Strongly agree,Instructor 2,48.8,50.0,49.5,48.2,0.7,6,48.8,50.0,48.0,49.6,0.8
104,Strongly agree,Instructor 3,89.6,91.0,90.3,88.9,0.7,6,90.0,91.0,89.2,90.7,0.8
