,Q13,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,1,65.1,60.0,69.8,60.4,4.7,0,,,,,
1,Strongly disagree,2,11.6,13.0,16.3,6.9,4.7,0,,,,,
2,Strongly disagree,3,19.4,16.0,24.1,14.7,4.7,0,,,,,
3,Strongly disagree,4,9.7,18.0,14.4,5.0,4.7,0,,,,,
4,Strongly disagree,5,28.9,34.0,33.6,24.2,4.7,0,,,,,
5,Disagree,1,35.2,35.0,39.9,30.5,4.7,0,,,,,
6,Disagree,2,16.4,17.0,21.1,11.7,4.7,0,,,,,
7,Disagree,3,26.7,28.0,31.4,22.0,4.7,0,,,,,
8,Disagree,4,25.9,25.0,30.7,21.2,4.7,0,,,,,
9,Disagree,5,17.6,18.0,22.3,12.8,4.7,0,,,,,
10,Neither agree nor disagree,1,76.1,76.0,80.8,71.4,4.7,0,,,,,
11,Neither agree nor disagree,2,23.6,23.0,28.3,18.9,4.7,0,,,,,
12,Neither agree nor disagree,3,72.1,71.0,76.9,67.4,4.7,0,,,,,
13,Neither agree nor disagree,4,83.1,70.0,87.8,78.4,4.7,0,,,,,
14,Neither agree nor disagree,5,39.4,36.0,44.1,34.7,4.7,0,,,,,
15,Agree,1,49.7,45.0,54.4,44.9,4.7,0,,,,,
16,Agree,2,29.5,26.0,34.2,24.8,4.7,0,,,,,
17,Agree,3,121.6,129.0,126.3,116.9,4.7,0,,,,,
18,Agree,4,73.9,72.0,78.6,69.2,4.7,0,,,,,
19,Agree,5,30.1,27.0,34.8,25.4,4.7,0,,,,,
20,Strongly agree,1,39.8,38.0,44.5,35.1,4.7,0,,,,,
21,Strongly agree,2,14.3,14.0,19.0,9.6,4.7,0,,,,,
22,Strongly agree,3,53.4,58.0,58.1,48.7,4.7,0,,,,,
23,Strongly agree,4,39.2,31.0,43.9,34.5,4.7,0,,,,,
24,Strongly agree,5,19.3,20.0,24.0,14.6,4.7,0,,,,,
25,Strongly disagree,1,66.0,60.0,68.4,63.7,2.4,1,65.1,60.0,60.4,69.8,4.7
26,Strongly disagree,2,11.7,13.0,14.1,9.4,2.4,1,11.6,13.0,6.9,16.3,4.7
27,Strongly disagree,3,16.6,16.0,18.9,14.2,2.4,1,19.4,16.0,14.7,24.1,4.7
28,Strongly disagree,4,13.5,18.0,15.9,11.1,2.4,1,9.7,18.0,5.0,14.4,4.7
29,Strongly disagree,5,32.6,34.0,34.9,30.2,2.4,1,28.9,34.0,24.2,33.6,4.7
30,Disagree,1,34.8,35.0,37.1,32.4,2.4,1,35.2,35.0,30.5,39.9,4.7
31,Disagree,2,23.1,17.0,25.5,20.8,2.4,1,16.4,17.0,11.7,21.1,4.7
32,Disagree,3,27.2,28.0,29.5,24.8,2.4,1,26.7,28.0,22.0,31.4,4.7
33,Disagree,4,25.0,25.0,27.3,22.6,2.4,1,25.9,25.0,21.2,30.7,4.7
34,Disagree,5,18.7,18.0,21.0,16.3,2.4,1,17.6,18.0,12.8,22.3,4.7
35,Neither agree nor disagree,1,75.7,76.0,78.0,73.3,2.4,1,76.1,76.0,71.4,80.8,4.7
36,Neither agree nor disagree,2,24.6,23.0,26.9,22.2,2.4,1,23.6,23.0,18.9,28.3,4.7
37,Neither agree nor disagree,3,72.8,71.0,75.2,70.5,2.4,1,72.1,71.0,67.4,76.9,4.7
