,admission_type_id,age,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Emergency,0 - 9,0.2,2.0,5.0,-4.5,4.7,0,,,,,
1,Emergency,10 - 19,4.2,4.0,8.9,-0.5,4.7,0,,,,,
2,Emergency,20 - 29,7.8,11.0,12.5,3.1,4.7,0,,,,,
3,Emergency,30 - 39,22.3,29.0,27.1,17.6,4.7,0,,,,,
4,Emergency,40 - 49,73.8,71.0,78.6,69.1,4.7,0,,,,,
5,Emergency,50 - 59,93.2,92.0,98.0,88.5,4.7,0,,,,,
6,Emergency,60 - 69,107.1,106.0,111.8,102.4,4.7,0,,,,,
7,Emergency,70 - 79,144.5,144.0,149.3,139.8,4.7,0,,,,,
8,Emergency,80 - 89,92.5,101.0,97.2,87.8,4.7,0,,,,,
9,Emergency,90 - 99,15.9,17.0,20.6,11.2,4.7,0,,,,,
10,Urgent,0 - 9,-6.1,1.0,-1.4,-10.8,4.7,0,,,,,
11,Urgent,10 - 19,4.3,0.0,9.1,-0.4,4.7,0,,,,,
12,Urgent,20 - 29,8.7,4.0,13.4,4.0,4.7,0,,,,,
13,Urgent,30 - 39,-2.6,5.0,2.1,-7.3,4.7,0,,,,,
14,Urgent,40 - 49,25.2,24.0,29.9,20.5,4.7,0,,,,,
15,Urgent,50 - 59,36.4,36.0,41.1,31.7,4.7,0,,,,,
16,Urgent,60 - 69,43.7,43.0,48.4,39.0,4.7,0,,,,,
17,Urgent,70 - 79,49.9,50.0,54.6,45.2,4.7,0,,,,,
18,Urgent,80 - 89,35.1,37.0,39.8,30.4,4.7,0,,,,,
19,Urgent,90 - 99,3.3,5.0,8.0,-1.4,4.7,0,,,,,
20,Elective,0 - 9,0.2,1.0,4.9,-4.5,4.7,0,,,,,
21,Elective,10 - 19,2.9,0.0,7.6,-1.8,4.7,0,,,,,
22,Elective,20 - 29,3.4,4.0,8.1,-1.3,4.7,0,,,,,
23,Elective,30 - 39,1.8,6.0,6.6,-2.9,4.7,0,,,,,
24,Elective,40 - 49,12.0,16.0,16.7,7.3,4.7,0,,,,,
25,Elective,50 - 59,19.7,27.0,24.4,14.9,4.7,0,,,,,
26,Elective,60 - 69,44.9,43.0,49.6,40.2,4.7,0,,,,,
27,Elective,70 - 79,43.2,45.0,47.9,38.5,4.7,0,,,,,
28,Elective,80 - 89,23.9,27.0,28.6,19.2,4.7,0,,,,,
29,Elective,90 - 99,4.6,1.0,9.3,-0.1,4.7,0,,,,,
30,Newborn,0 - 9,-6.0,0.0,-1.3,-10.7,4.7,0,,,,,
31,Newborn,10 - 19,0.3,0.0,5.0,-4.4,4.7,0,,,,,
32,Newborn,20 - 29,-3.8,0.0,0.9,-8.5,4.7,0,,,,,
33,Newborn,30 - 39,1.5,0.0,6.2,-3.3,4.7,0,,,,,
34,Newborn,40 - 49,-4.8,0.0,-0.1,-9.5,4.7,0,,,,,
35,Newborn,50 - 59,-0.4,0.0,4.3,-5.1,4.7,0,,,,,
36,Newborn,60 - 69,5.0,0.0,9.7,0.3,4.7,0,,,,,
37,Newborn,70 - 79,3.0,0.0,7.7,-1.7,4.7,0,,,,,
38,Newborn,80 - 89,-6.7,0.0,-1.9,-11.4,4.7,0,,,,,
39,Newborn,90 - 99,8.5,0.0,13.2,3.8,4.7,0,,,,,
40,Not Available,0 - 9,1.9,0.0,6.6,-2.8,4.7,0,,,,,
41,Not Available,10 - 19,2.2,0.0,6.9,-2.5,4.7,0,,,,,
42,Not Available,20 - 29,5.0,0.0,9.7,0.3,4.7,0,,,,,
43,Not Available,30 - 39,-1.4,3.0,3.3,-6.1,4.7,0,,,,,
44,Not Available,40 - 49,3.7,1.0,8.4,-1.0,4.7,0,,,,,
45,Not Available,50 - 59,5.8,2.0,10.5,1.0,4.7,0,,,,,
