,admission_type_id,age,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Emergency,0 - 9,3.5,4.0,8.3,-1.2,4.7,0,,,,,
1,Emergency,10 - 19,-7.9,2.0,-3.2,-12.6,4.7,0,,,,,
2,Emergency,20 - 29,13.3,13.0,18.1,8.6,4.7,0,,,,,
3,Emergency,30 - 39,14.5,15.0,19.3,9.8,4.7,0,,,,,
4,Emergency,40 - 49,52.4,53.0,57.1,47.7,4.7,0,,,,,
5,Emergency,50 - 59,85.6,87.0,90.3,80.9,4.7,0,,,,,
6,Emergency,60 - 69,100.0,103.0,104.7,95.3,4.7,0,,,,,
7,Emergency,70 - 79,144.9,144.0,149.6,140.2,4.7,0,,,,,
8,Emergency,80 - 89,103.3,105.0,108.0,98.6,4.7,0,,,,,
9,Emergency,90 - 99,13.9,16.0,18.6,9.2,4.7,0,,,,,
10,Urgent,0 - 9,0.2,0.0,4.9,-4.5,4.7,0,,,,,
11,Urgent,10 - 19,-4.4,0.0,0.3,-9.1,4.7,0,,,,,
12,Urgent,20 - 29,1.1,1.0,5.8,-3.6,4.7,0,,,,,
13,Urgent,30 - 39,1.7,5.0,6.4,-3.0,4.7,0,,,,,
14,Urgent,40 - 49,23.8,21.0,28.5,19.1,4.7,0,,,,,
15,Urgent,50 - 59,48.1,44.0,52.8,43.4,4.7,0,,,,,
16,Urgent,60 - 69,41.0,41.0,45.7,36.2,4.7,0,,,,,
17,Urgent,70 - 79,54.9,51.0,59.7,50.2,4.7,0,,,,,
18,Urgent,80 - 89,35.9,42.0,40.6,31.2,4.7,0,,,,,
19,Urgent,90 - 99,4.0,4.0,8.7,-0.7,4.7,0,,,,,
20,Elective,0 - 9,-0.5,0.0,4.2,-5.2,4.7,0,,,,,
21,Elective,10 - 19,-5.5,0.0,-0.8,-10.2,4.7,0,,,,,
22,Elective,20 - 29,-1.6,3.0,3.2,-6.3,4.7,0,,,,,
23,Elective,30 - 39,6.7,6.0,11.4,2.0,4.7,0,,,,,
24,Elective,40 - 49,13.4,16.0,18.1,8.6,4.7,0,,,,,
25,Elective,50 - 59,23.9,29.0,28.6,19.1,4.7,0,,,,,
26,Elective,60 - 69,50.3,53.0,55.0,45.6,4.7,0,,,,,
27,Elective,70 - 79,66.8,68.0,71.5,62.1,4.7,0,,,,,
28,Elective,80 - 89,22.8,23.0,27.5,18.1,4.7,0,,,,,
29,Elective,90 - 99,-1.0,2.0,3.7,-5.7,4.7,0,,,,,
30,Newborn,0 - 9,-0.1,0.0,4.6,-4.8,4.7,0,,,,,
31,Newborn,10 - 19,0.0,0.0,4.7,-4.7,4.7,0,,,,,
32,Newborn,20 - 29,-0.9,0.0,3.9,-5.6,4.7,0,,,,,
33,Newborn,30 - 39,2.9,0.0,7.7,-1.8,4.7,0,,,,,
