,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,11.2,19.0,16.0,6.5,4.7,0,,,,,
1,Strongly disagree,Instructor 2,7.2,9.0,11.9,2.5,4.7,0,,,,,
2,Strongly disagree,Instructor 3,35.9,34.0,40.7,31.2,4.7,0,,,,,
3,Disagree,Instructor 1,25.5,36.0,30.2,20.8,4.7,0,,,,,
4,Disagree,Instructor 2,21.0,24.0,25.8,16.3,4.7,0,,,,,
5,Disagree,Instructor 3,22.3,24.0,27.0,17.6,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,26.3,25.0,31.0,21.6,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,59.4,61.0,64.1,54.7,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,88.6,88.0,93.3,83.9,4.7,0,,,,,
9,Agree,Instructor 1,45.4,52.0,50.1,40.7,4.7,0,,,,,
10,Agree,Instructor 2,101.6,106.0,106.3,96.9,4.7,0,,,,,
11,Agree,Instructor 3,74.6,78.0,79.3,69.8,4.7,0,,,,,
12,Strongly agree,Instructor 1,177.0,177.0,181.7,172.3,4.7,0,,,,,
13,Strongly agree,Instructor 2,174.3,170.0,179.0,169.6,4.7,0,,,,,
14,Strongly agree,Instructor 3,99.4,97.0,104.1,94.7,4.7,0,,,,,
15,Strongly disagree,Instructor 1,18.0,19.0,20.4,15.7,2.4,1,11.2,19.0,6.5,16.0,4.7
16,Strongly disagree,Instructor 2,9.3,9.0,11.7,7.0,2.4,1,7.2,9.0,2.5,11.9,4.7
17,Strongly disagree,Instructor 3,35.0,34.0,37.4,32.7,2.4,1,35.9,34.0,31.2,40.7,4.7
18,Disagree,Instructor 1,28.9,36.0,31.3,26.6,2.4,1,25.5,36.0,20.8,30.2,4.7
19,Disagree,Instructor 2,21.7,24.0,24.0,19.3,2.4,1,21.0,24.0,16.3,25.8,4.7
20,Disagree,Instructor 3,22.5,24.0,24.8,20.1,2.4,1,22.3,24.0,17.6,27.0,4.7
21,Neither agree nor disagree,Instructor 1,25.5,25.0,27.9,23.2,2.4,1,26.3,25.0,21.6,31.0,4.7
22,Neither agree nor disagree,Instructor 2,60.3,61.0,62.7,58.0,2.4,1,59.4,61.0,54.7,64.1,4.7
23,Neither agree nor disagree,Instructor 3,86.9,88.0,89.3,84.6,2.4,1,88.6,88.0,83.9,93.3,4.7
24,Agree,Instructor 1,50.2,52.0,52.6,47.9,2.4,1,45.4,52.0,40.7,50.1,4.7
25,Agree,Instructor 2,105.8,106.0,108.2,103.4,2.4,1,101.6,106.0,96.9,106.3,4.7
26,Agree,Instructor 3,75.2,78.0,77.6,72.9,2.4,1,74.6,78.0,69.8,79.3,4.7
27,Strongly agree,Instructor 1,177.4,177.0,179.8,175.1,2.4,1,177.0,177.0,172.3,181.7,4.7
28,Strongly agree,Instructor 2,172.8,170.0,175.1,170.4,2.4,1,174.3,170.0,169.6,179.0,4.7
29,Strongly agree,Instructor 3,97.8,97.0,100.1,95.4,2.4,1,99.4,97.0,94.7,104.1,4.7
30,Strongly disagree,Instructor 1,19.3,19.0,20.9,17.7,1.6,2,18.0,19.0,15.7,20.4,2.4
31,Strongly disagree,Instructor 2,10.9,9.0,12.4,9.3,1.6,2,9.3,9.0,7.0,11.7,2.4
32,Strongly disagree,Instructor 3,35.2,34.0,36.8,33.7,1.6,2,35.0,34.0,32.7,37.4,2.4
33,Disagree,Instructor 1,31.2,36.0,32.8,29.6,1.6,2,28.9,36.0,26.6,31.3,2.4
34,Disagree,Instructor 2,21.9,24.0,23.5,20.3,1.6,2,21.7,24.0,19.3,24.0,2.4
35,Disagree,Instructor 3,21.6,24.0,23.1,20.0,1.6,2,22.5,24.0,20.1,24.8,2.4
36,Neither agree nor disagree,Instructor 1,25.1,25.0,26.7,23.5,1.6,2,25.5,25.0,23.2,27.9,2.4
37,Neither agree nor disagree,Instructor 2,59.7,61.0,61.3,58.1,1.6,2,60.3,61.0,58.0,62.7,2.4
38,Neither agree nor disagree,Instructor 3,87.5,88.0,89.1,85.9,1.6,2,86.9,88.0,84.6,89.3,2.4
39,Agree,Instructor 1,52.5,52.0,54.0,50.9,1.6,2,50.2,52.0,47.9,52.6,2.4
40,Agree,Instructor 2,106.9,106.0,108.5,105.3,1.6,2,105.8,106.0,103.4,108.2,2.4
41,Agree,Instructor 3,77.2,78.0,78.7,75.6,1.6,2,75.2,78.0,72.9,77.6,2.4
42,Strongly agree,Instructor 1,177.7,177.0,179.3,176.2,1.6,2,177.4,177.0,175.1,179.8,2.4
43,Strongly agree,Instructor 2,171.1,170.0,172.6,169.5,1.6,2,172.8,170.0,170.4,175.1,2.4
44,Strongly agree,Instructor 3,98.7,97.0,100.2,97.1,1.6,2,97.8,97.0,95.4,100.1,2.4
45,Strongly disagree,Instructor 1,20.2,19.0,21.4,19.1,1.2,3,19.3,19.0,17.7,20.9,1.6
