,admission_type_id,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Emergency,1-2,159.5,160.0,164.3,154.8,4.7,0,,,,,
1,Emergency,3-4,168.1,178.0,172.8,163.4,4.7,0,,,,,
2,Emergency,5-6,93.3,93.0,98.1,88.6,4.7,0,,,,,
3,Emergency,7-8,45.5,46.0,50.3,40.8,4.7,0,,,,,
4,Emergency,9-10,31.4,32.0,36.1,26.7,4.7,0,,,,,
5,Emergency,11-12,22.6,24.0,27.3,17.9,4.7,0,,,,,
6,Emergency,13-14,6.0,9.0,10.7,1.3,4.7,0,,,,,
7,Urgent,1-2,51.3,53.0,56.0,46.6,4.7,0,,,,,
8,Urgent,3-4,67.9,70.0,72.6,63.2,4.7,0,,,,,
9,Urgent,5-6,37.9,37.0,42.6,33.2,4.7,0,,,,,
10,Urgent,7-8,24.2,24.0,28.9,19.5,4.7,0,,,,,
11,Urgent,9-10,8.6,13.0,13.3,3.9,4.7,0,,,,,
12,Urgent,11-12,10.1,10.0,14.8,5.4,4.7,0,,,,,
13,Urgent,13-14,-1.3,2.0,3.4,-6.0,4.7,0,,,,,
14,Elective,1-2,76.1,72.0,80.8,71.4,4.7,0,,,,,
15,Elective,3-4,54.0,54.0,58.7,49.2,4.7,0,,,,,
16,Elective,5-6,32.9,29.0,37.7,28.2,4.7,0,,,,,
17,Elective,7-8,11.9,18.0,16.6,7.2,4.7,0,,,,,
18,Elective,9-10,17.0,17.0,21.7,12.3,4.7,0,,,,,
19,Elective,11-12,-1.8,5.0,2.9,-6.5,4.7,0,,,,,
20,Elective,13-14,4.5,5.0,9.2,-0.2,4.7,0,,,,,
21,Newborn,1-2,-4.6,0.0,0.2,-9.3,4.7,0,,,,,
22,Newborn,3-4,0.7,0.0,5.4,-4.0,4.7,0,,,,,
23,Newborn,5-6,-2.6,0.0,2.1,-7.4,4.7,0,,,,,
24,Newborn,7-8,-5.1,0.0,-0.4,-9.9,4.7,0,,,,,
25,Newborn,9-10,-2.7,0.0,2.0,-7.4,4.7,0,,,,,
26,Newborn,11-12,-1.2,0.0,3.5,-5.9,4.7,0,,,,,
27,Newborn,13-14,-0.2,0.0,4.5,-4.9,4.7,0,,,,,
28,Not Available,1-2,20.1,19.0,24.8,15.4,4.7,0,,,,,
29,Not Available,3-4,12.9,13.0,17.6,8.2,4.7,0,,,,,
30,Not Available,5-6,5.0,5.0,9.7,0.3,4.7,0,,,,,
31,Not Available,7-8,3.1,4.0,7.9,-1.6,4.7,0,,,,,
32,Not Available,9-10,3.9,1.0,8.7,-0.8,4.7,0,,,,,
33,Not Available,11-12,1.6,1.0,6.3,-3.1,4.7,0,,,,,
34,Not Available,13-14,-3.8,0.0,1.0,-8.5,4.7,0,,,,,
35,Trauma Center,1-2,8.8,0.0,13.5,4.1,4.7,0,,,,,
36,Trauma Center,3-4,0.0,0.0,4.7,-4.7,4.7,0,,,,,
37,Trauma Center,5-6,5.0,0.0,9.7,0.3,4.7,0,,,,,
38,Trauma Center,7-8,-1.3,0.0,3.4,-6.0,4.7,0,,,,,
39,Trauma Center,9-10,0.5,0.0,5.2,-4.2,4.7,0,,,,,
40,Trauma Center,11-12,-0.5,0.0,4.2,-5.2,4.7,0,,,,,
41,Trauma Center,13-14,-0.5,0.0,4.3,-5.2,4.7,0,,,,,
42,Not Mapped,1-2,5.2,5.0,10.0,0.5,4.7,0,,,,,
43,Not Mapped,3-4,7.9,0.0,12.6,3.2,4.7,0,,,,,
44,Not Mapped,5-6,1.3,1.0,6.0,-3.4,4.7,0,,,,,
45,Not Mapped,7-8,-6.0,0.0,-1.3,-10.7,4.7,0,,,,,
46,Not Mapped,9-10,-1.0,0.0,3.7,-5.8,4.7,0,,,,,
47,Not Mapped,11-12,4.0,0.0,8.7,-0.7,4.7,0,,,,,
48,Not Mapped,13-14,-0.7,0.0,4.0,-5.4,4.7,0,,,,,
49,Emergency,1-2,158.9,160.0,161.2,156.5,2.4,1,159.5,160.0,154.8,164.3,4.7
50,Emergency,3-4,173.1,178.0,175.5,170.8,2.4,1,168.1,178.0,163.4,172.8,4.7
51,Emergency,5-6,92.6,93.0,95.0,90.3,2.4,1,93.3,93.0,88.6,98.1,4.7
52,Emergency,7-8,41.8,46.0,44.1,39.4,2.4,1,45.5,46.0,40.8,50.3,4.7
53,Emergency,9-10,37.4,32.0,39.7,35.0,2.4,1,31.4,32.0,26.7,36.1,4.7
54,Emergency,11-12,23.1,24.0,25.5,20.7,2.4,1,22.6,24.0,17.9,27.3,4.7
55,Emergency,13-14,7.5,9.0,9.9,5.2,2.4,1,6.0,9.0,1.3,10.7,4.7
56,Urgent,1-2,51.1,53.0,53.4,48.7,2.4,1,51.3,53.0,46.6,56.0,4.7
57,Urgent,3-4,68.5,70.0,70.9,66.2,2.4,1,67.9,70.0,63.2,72.6,4.7
58,Urgent,5-6,39.3,37.0,41.6,36.9,2.4,1,37.9,37.0,33.2,42.6,4.7
59,Urgent,7-8,25.2,24.0,27.5,22.8,2.4,1,24.2,24.0,19.5,28.9,4.7
60,Urgent,9-10,10.4,13.0,12.7,8.0,2.4,1,8.6,13.0,3.9,13.3,4.7
61,Urgent,11-12,4.0,10.0,6.3,1.6,2.4,1,10.1,10.0,5.4,14.8,4.7
62,Urgent,13-14,1.8,2.0,4.2,-0.5,2.4,1,-1.3,2.0,-6.0,3.4,4.7
63,Elective,1-2,74.4,72.0,76.7,72.0,2.4,1,76.1,72.0,71.4,80.8,4.7
64,Elective,3-4,49.0,54.0,51.4,46.7,2.4,1,54.0,54.0,49.2,58.7,4.7
65,Elective,5-6,31.6,29.0,34.0,29.3,2.4,1,32.9,29.0,28.2,37.7,4.7
66,Elective,7-8,14.5,18.0,16.9,12.2,2.4,1,11.9,18.0,7.2,16.6,4.7
67,Elective,9-10,17.0,17.0,19.4,14.7,2.4,1,17.0,17.0,12.3,21.7,4.7
68,Elective,11-12,1.3,5.0,3.7,-1.1,2.4,1,-1.8,5.0,-6.5,2.9,4.7
69,Elective,13-14,4.2,5.0,6.5,1.8,2.4,1,4.5,5.0,-0.2,9.2,4.7
70,Newborn,1-2,2.6,0.0,4.9,0.2,2.4,1,-4.6,0.0,-9.3,0.2,4.7
71,Newborn,3-4,-2.1,0.0,0.2,-4.5,2.4,1,0.7,0.0,-4.0,5.4,4.7
72,Newborn,5-6,-2.1,0.0,0.3,-4.5,2.4,1,-2.6,0.0,-7.4,2.1,4.7
73,Newborn,7-8,-6.7,0.0,-4.3,-9.1,2.4,1,-5.1,0.0,-9.9,-0.4,4.7
74,Newborn,9-10,-0.3,0.0,2.1,-2.6,2.4,1,-2.7,0.0,-7.4,2.0,4.7
75,Newborn,11-12,0.0,0.0,2.4,-2.3,2.4,1,-1.2,0.0,-5.9,3.5,4.7
76,Newborn,13-14,-1.5,0.0,0.8,-3.9,2.4,1,-0.2,0.0,-4.9,4.5,4.7
77,Not Available,1-2,20.1,19.0,22.5,17.8,2.4,1,20.1,19.0,15.4,24.8,4.7
78,Not Available,3-4,13.6,13.0,15.9,11.2,2.4,1,12.9,13.0,8.2,17.6,4.7
79,Not Available,5-6,3.2,5.0,5.6,0.9,2.4,1,5.0,5.0,0.3,9.7,4.7
80,Not Available,7-8,6.0,4.0,8.3,3.6,2.4,1,3.1,4.0,-1.6,7.9,4.7
81,Not Available,9-10,3.8,1.0,6.2,1.5,2.4,1,3.9,1.0,-0.8,8.7,4.7
82,Not Available,11-12,-0.9,1.0,1.5,-3.3,2.4,1,1.6,1.0,-3.1,6.3,4.7
83,Not Available,13-14,0.4,0.0,2.7,-2.0,2.4,1,-3.8,0.0,-8.5,1.0,4.7
84,Trauma Center,1-2,5.9,0.0,8.3,3.6,2.4,1,8.8,0.0,4.1,13.5,4.7
85,Trauma Center,3-4,0.2,0.0,2.5,-2.2,2.4,1,0.0,0.0,-4.7,4.7,4.7
86,Trauma Center,5-6,1.2,0.0,3.5,-1.2,2.4,1,5.0,0.0,0.3,9.7,4.7
87,Trauma Center,7-8,2.4,0.0,4.7,0.0,2.4,1,-1.3,0.0,-6.0,3.4,4.7
88,Trauma Center,9-10,0.6,0.0,2.9,-1.8,2.4,1,0.5,0.0,-4.2,5.2,4.7
89,Trauma Center,11-12,-0.9,0.0,1.5,-3.2,2.4,1,-0.5,0.0,-5.2,4.2,4.7
90,Trauma Center,13-14,-1.3,0.0,1.1,-3.6,2.4,1,-0.5,0.0,-5.2,4.3,4.7
91,Not Mapped,1-2,4.8,5.0,7.2,2.5,2.4,1,5.2,5.0,0.5,10.0,4.7
92,Not Mapped,3-4,4.1,0.0,6.5,1.7,2.4,1,7.9,0.0,3.2,12.6,4.7
93,Not Mapped,5-6,1.6,1.0,3.9,-0.8,2.4,1,1.3,1.0,-3.4,6.0,4.7
94,Not Mapped,7-8,-1.2,0.0,1.1,-3.6,2.4,1,-6.0,0.0,-10.7,-1.3,4.7
95,Not Mapped,9-10,-0.0,0.0,2.3,-2.4,2.4,1,-1.0,0.0,-5.8,3.7,4.7
96,Not Mapped,11-12,0.3,0.0,2.6,-2.1,2.4,1,4.0,0.0,-0.7,8.7,4.7
97,Not Mapped,13-14,-0.0,0.0,2.3,-2.4,2.4,1,-0.7,0.0,-5.4,4.0,4.7
98,Emergency,1-2,158.7,160.0,160.2,157.1,1.6,2,158.9,160.0,156.5,161.2,2.4
99,Emergency,3-4,173.7,178.0,175.2,172.1,1.6,2,173.1,178.0,170.8,175.5,2.4
100,Emergency,5-6,90.9,93.0,92.5,89.3,1.6,2,92.6,93.0,90.3,95.0,2.4
101,Emergency,7-8,42.6,46.0,44.1,41.0,1.6,2,41.8,46.0,39.4,44.1,2.4
102,Emergency,9-10,34.6,32.0,36.2,33.1,1.6,2,37.4,32.0,35.0,39.7,2.4
103,Emergency,11-12,22.8,24.0,24.3,21.2,1.6,2,23.1,24.0,20.7,25.5,2.4
104,Emergency,13-14,8.0,9.0,9.5,6.4,1.6,2,7.5,9.0,5.2,9.9,2.4
105,Urgent,1-2,53.0,53.0,54.6,51.4,1.6,2,51.1,53.0,48.7,53.4,2.4
106,Urgent,3-4,73.2,70.0,74.8,71.6,1.6,2,68.5,70.0,66.2,70.9,2.4
107,Urgent,5-6,35.9,37.0,37.5,34.4,1.6,2,39.3,37.0,36.9,41.6,2.4
108,Urgent,7-8,23.9,24.0,25.5,22.4,1.6,2,25.2,24.0,22.8,27.5,2.4
109,Urgent,9-10,11.6,13.0,13.2,10.0,1.6,2,10.4,13.0,8.0,12.7,2.4
110,Urgent,11-12,4.7,10.0,6.3,3.1,1.6,2,4.0,10.0,1.6,6.3,2.4
111,Urgent,13-14,3.4,2.0,5.0,1.8,1.6,2,1.8,2.0,-0.5,4.2,2.4
