,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,0,1,205.6,211.0,210.3,200.8,4.7,0,,,,,
1,0,2,12.5,10.0,17.2,7.7,4.7,0,,,,,
2,0,3,27.6,30.0,32.4,22.9,4.7,0,,,,,
3,0,4,27.7,32.0,32.4,23.0,4.7,0,,,,,
4,0,5,18.6,20.0,23.3,13.9,4.7,0,,,,,
5,1,1,7.4,6.0,12.1,2.7,4.7,0,,,,,
6,1,2,39.2,36.0,43.9,34.5,4.7,0,,,,,
7,1,3,96.2,85.0,100.9,91.5,4.7,0,,,,,
8,1,4,44.1,43.0,48.8,39.3,4.7,0,,,,,
9,1,5,27.2,30.0,31.9,22.5,4.7,0,,,,,
10,2,1,9.3,9.0,14.0,4.6,4.7,0,,,,,
11,2,2,8.5,11.0,13.2,3.8,4.7,0,,,,,
12,2,3,54.1,59.0,58.8,49.3,4.7,0,,,,,
13,2,4,55.0,55.0,59.7,50.3,4.7,0,,,,,
14,2,5,15.0,19.0,19.7,10.3,4.7,0,,,,,
15,3,1,17.1,18.0,21.9,12.4,4.7,0,,,,,
16,3,2,19.6,18.0,24.3,14.9,4.7,0,,,,,
17,3,3,77.0,78.0,81.7,72.3,4.7,0,,,,,
18,3,4,69.4,62.0,74.1,64.7,4.7,0,,,,,
19,3,5,32.7,30.0,37.4,28.0,4.7,0,,,,,
20,4,1,10.9,10.0,15.6,6.2,4.7,0,,,,,
21,4,2,19.1,18.0,23.8,14.4,4.7,0,,,,,
22,4,3,47.9,50.0,52.6,43.2,4.7,0,,,,,
23,4,4,26.3,24.0,31.0,21.6,4.7,0,,,,,
24,4,5,34.1,36.0,38.9,29.4,4.7,0,,,,,
25,0,1,208.4,211.0,210.8,206.1,2.4,1,205.6,211.0,200.8,210.3,4.7
26,0,2,7.5,10.0,9.8,5.1,2.4,1,12.5,10.0,7.7,17.2,4.7
