,admission_type_id,age,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Emergency,0 - 9,-0.6,0.0,4.1,-5.3,4.7,0,,,,,
1,Emergency,10 - 19,8.9,7.0,13.7,4.2,4.7,0,,,,,
2,Emergency,20 - 29,-19.9,8.0,-15.2,-24.7,4.7,0,,,,,
3,Emergency,30 - 39,36.3,38.0,41.0,31.6,4.7,0,,,,,
4,Emergency,40 - 49,48.9,53.0,53.6,44.2,4.7,0,,,,,
5,Emergency,50 - 59,86.4,92.0,91.1,81.7,4.7,0,,,,,
6,Emergency,60 - 69,102.7,106.0,107.4,98.0,4.7,0,,,,,
7,Emergency,70 - 79,129.8,131.0,134.5,125.1,4.7,0,,,,,
8,Emergency,80 - 89,85.2,86.0,89.9,80.5,4.7,0,,,,,
9,Emergency,90 - 99,18.3,18.0,23.0,13.6,4.7,0,,,,,
10,Urgent,0 - 9,1.5,0.0,6.3,-3.2,4.7,0,,,,,
11,Urgent,10 - 19,2.0,5.0,6.7,-2.7,4.7,0,,,,,
12,Urgent,20 - 29,7.7,3.0,12.4,3.0,4.7,0,,,,,
13,Urgent,30 - 39,-3.7,6.0,1.0,-8.4,4.7,0,,,,,
14,Urgent,40 - 49,18.4,17.0,23.1,13.7,4.7,0,,,,,
15,Urgent,50 - 59,43.4,44.0,48.1,38.7,4.7,0,,,,,
16,Urgent,60 - 69,37.4,37.0,42.1,32.7,4.7,0,,,,,
17,Urgent,70 - 79,39.8,44.0,44.5,35.1,4.7,0,,,,,
18,Urgent,80 - 89,43.9,47.0,48.6,39.2,4.7,0,,,,,
19,Urgent,90 - 99,7.1,4.0,11.8,2.4,4.7,0,,,,,
20,Elective,0 - 9,-1.6,0.0,3.2,-6.3,4.7,0,,,,,
21,Elective,10 - 19,2.6,1.0,7.3,-2.1,4.7,0,,,,,
22,Elective,20 - 29,6.7,2.0,11.4,1.9,4.7,0,,,,,
23,Elective,30 - 39,19.2,14.0,23.9,14.5,4.7,0,,,,,
24,Elective,40 - 49,15.1,21.0,19.8,10.4,4.7,0,,,,,
25,Elective,50 - 59,26.5,35.0,31.2,21.8,4.7,0,,,,,
26,Elective,60 - 69,43.4,47.0,48.1,38.7,4.7,0,,,,,
27,Elective,70 - 79,53.7,49.0,58.4,49.0,4.7,0,,,,,
28,Elective,80 - 89,21.6,27.0,26.3,16.9,4.7,0,,,,,
29,Elective,90 - 99,-0.6,0.0,4.1,-5.3,4.7,0,,,,,
30,Newborn,0 - 9,0.2,0.0,4.9,-4.5,4.7,0,,,,,
31,Newborn,10 - 19,1.6,0.0,6.3,-3.1,4.7,0,,,,,
32,Newborn,20 - 29,-1.5,0.0,3.2,-6.2,4.7,0,,,,,
33,Newborn,30 - 39,1.6,0.0,6.3,-3.2,4.7,0,,,,,
34,Newborn,40 - 49,3.7,0.0,8.4,-1.0,4.7,0,,,,,
35,Newborn,50 - 59,-11.0,0.0,-6.3,-15.7,4.7,0,,,,,
36,Newborn,60 - 69,2.3,0.0,7.0,-2.4,4.7,0,,,,,
37,Newborn,70 - 79,12.7,0.0,17.4,8.0,4.7,0,,,,,
38,Newborn,80 - 89,2.3,0.0,7.0,-2.4,4.7,0,,,,,
39,Newborn,90 - 99,-1.9,0.0,2.8,-6.6,4.7,0,,,,,
40,Not Available,0 - 9,-5.3,0.0,-0.5,-10.0,4.7,0,,,,,
41,Not Available,10 - 19,-0.4,0.0,4.3,-5.1,4.7,0,,,,,
42,Not Available,20 - 29,6.7,1.0,11.4,2.0,4.7,0,,,,,
43,Not Available,30 - 39,1.2,3.0,5.9,-3.5,4.7,0,,,,,
44,Not Available,40 - 49,3.2,5.0,7.9,-1.6,4.7,0,,,,,
45,Not Available,50 - 59,2.5,7.0,7.2,-2.2,4.7,0,,,,,
46,Not Available,60 - 69,-2.8,8.0,1.9,-7.6,4.7,0,,,,,
