,Q13,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,6.1,19.0,10.8,1.4,4.7,0,,,,,
1,Strongly disagree,Instructor 2,9.0,9.0,13.7,4.3,4.7,0,,,,,
2,Strongly disagree,Instructor 3,34.0,34.0,38.7,29.3,4.7,0,,,,,
3,Disagree,Instructor 1,31.6,36.0,36.3,26.9,4.7,0,,,,,
4,Disagree,Instructor 2,19.8,24.0,24.5,15.1,4.7,0,,,,,
5,Disagree,Instructor 3,23.4,24.0,28.1,18.7,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,22.7,25.0,27.4,18.0,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,55.1,61.0,59.8,50.3,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,86.8,88.0,91.5,82.1,4.7,0,,,,,
9,Agree,Instructor 1,48.3,52.0,53.1,43.6,4.7,0,,,,,
10,Agree,Instructor 2,113.7,106.0,118.5,109.0,4.7,0,,,,,
11,Agree,Instructor 3,69.5,78.0,74.2,64.8,4.7,0,,,,,
12,Strongly agree,Instructor 1,178.7,177.0,183.4,174.0,4.7,0,,,,,
13,Strongly agree,Instructor 2,170.5,170.0,175.2,165.8,4.7,0,,,,,
14,Strongly agree,Instructor 3,102.3,97.0,107.0,97.6,4.7,0,,,,,
15,Strongly disagree,Instructor 1,16.1,19.0,18.4,13.7,2.4,1,6.1,19.0,1.4,10.8,4.7
16,Strongly disagree,Instructor 2,10.6,9.0,12.9,8.2,2.4,1,9.0,9.0,4.3,13.7,4.7
17,Strongly disagree,Instructor 3,39.7,34.0,42.0,37.3,2.4,1,34.0,34.0,29.3,38.7,4.7
18,Disagree,Instructor 1,32.0,36.0,34.4,29.6,2.4,1,31.6,36.0,26.9,36.3,4.7
19,Disagree,Instructor 2,22.0,24.0,24.3,19.6,2.4,1,19.8,24.0,15.1,24.5,4.7
20,Disagree,Instructor 3,24.3,24.0,26.7,21.9,2.4,1,23.4,24.0,18.7,28.1,4.7
21,Neither agree nor disagree,Instructor 1,26.0,25.0,28.3,23.6,2.4,1,22.7,25.0,18.0,27.4,4.7
22,Neither agree nor disagree,Instructor 2,62.8,61.0,65.1,60.4,2.4,1,55.1,61.0,50.3,59.8,4.7
