,admission_type_id,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Emergency,1-2,164.0,160.0,168.7,159.3,4.7,0,,,,,
1,Emergency,3-4,174.6,178.0,179.3,169.9,4.7,0,,,,,
2,Emergency,5-6,85.6,93.0,90.3,80.9,4.7,0,,,,,
3,Emergency,7-8,44.9,46.0,49.6,40.2,4.7,0,,,,,
4,Emergency,9-10,30.0,32.0,34.7,25.3,4.7,0,,,,,
5,Emergency,11-12,24.2,24.0,28.9,19.5,4.7,0,,,,,
6,Emergency,13-14,7.4,9.0,12.1,2.6,4.7,0,,,,,
7,Urgent,1-2,48.0,53.0,52.7,43.3,4.7,0,,,,,
8,Urgent,3-4,67.7,70.0,72.4,63.0,4.7,0,,,,,
9,Urgent,5-6,43.0,37.0,47.7,38.3,4.7,0,,,,,
10,Urgent,7-8,21.9,24.0,26.6,17.2,4.7,0,,,,,
11,Urgent,9-10,14.9,13.0,19.6,10.2,4.7,0,,,,,
12,Urgent,11-12,14.4,10.0,19.1,9.7,4.7,0,,,,,
13,Urgent,13-14,5.2,2.0,9.9,0.5,4.7,0,,,,,
14,Elective,1-2,68.3,72.0,73.1,63.6,4.7,0,,,,,
15,Elective,3-4,46.1,54.0,50.8,41.4,4.7,0,,,,,
16,Elective,5-6,20.5,29.0,25.2,15.8,4.7,0,,,,,
17,Elective,7-8,14.9,18.0,19.7,10.2,4.7,0,,,,,
18,Elective,9-10,36.5,17.0,41.2,31.7,4.7,0,,,,,
19,Elective,11-12,4.0,5.0,8.7,-0.7,4.7,0,,,,,
20,Elective,13-14,7.5,5.0,12.2,2.7,4.7,0,,,,,
21,Newborn,1-2,0.1,0.0,4.8,-4.6,4.7,0,,,,,
22,Newborn,3-4,7.4,0.0,12.1,2.6,4.7,0,,,,,
23,Newborn,5-6,-5.1,0.0,-0.3,-9.8,4.7,0,,,,,
