,admission_type_id,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Emergency,1-2,158.1,158.0,162.8,153.4,4.7,0,,,,,
1,Emergency,3-4,187.6,185.0,192.3,182.9,4.7,0,,,,,
2,Emergency,5-6,98.5,94.0,103.2,93.8,4.7,0,,,,,
3,Emergency,7-8,34.2,48.0,38.9,29.5,4.7,0,,,,,
4,Emergency,9-10,30.4,32.0,35.1,25.7,4.7,0,,,,,
5,Emergency,11-12,22.2,14.0,26.9,17.5,4.7,0,,,,,
6,Emergency,13-14,8.1,8.0,12.8,3.4,4.7,0,,,,,
7,Urgent,1-2,58.3,58.0,63.0,53.6,4.7,0,,,,,
8,Urgent,3-4,47.3,50.0,52.0,42.6,4.7,0,,,,,
9,Urgent,5-6,47.2,44.0,51.9,42.5,4.7,0,,,,,
10,Urgent,7-8,34.7,36.0,39.5,30.0,4.7,0,,,,,
11,Urgent,9-10,9.3,9.0,14.0,4.6,4.7,0,,,,,
12,Urgent,11-12,-9.8,5.0,-5.1,-14.5,4.7,0,,,,,
13,Urgent,13-14,6.4,5.0,11.1,1.7,4.7,0,,,,,
14,Elective,1-2,73.7,67.0,78.4,69.0,4.7,0,,,,,
15,Elective,3-4,60.0,61.0,64.7,55.3,4.7,0,,,,,
16,Elective,5-6,32.3,30.0,37.1,27.6,4.7,0,,,,,
17,Elective,7-8,18.5,16.0,23.2,13.8,4.7,0,,,,,
18,Elective,9-10,13.5,9.0,18.2,8.8,4.7,0,,,,,
19,Elective,11-12,3.0,8.0,7.7,-1.8,4.7,0,,,,,
20,Elective,13-14,3.3,5.0,8.0,-1.4,4.7,0,,,,,
21,Newborn,1-2,1.4,0.0,6.1,-3.3,4.7,0,,,,,
22,Newborn,3-4,-2.2,0.0,2.5,-6.9,4.7,0,,,,,
23,Newborn,5-6,1.7,0.0,6.4,-3.0,4.7,0,,,,,
24,Newborn,7-8,1.3,0.0,6.0,-3.5,4.7,0,,,,,
25,Newborn,9-10,-3.4,0.0,1.3,-8.1,4.7,0,,,,,
26,Newborn,11-12,-1.5,0.0,3.2,-6.2,4.7,0,,,,,
27,Newborn,13-14,5.0,0.0,9.7,0.3,4.7,0,,,,,
28,Not Available,1-2,20.3,18.0,25.0,15.6,4.7,0,,,,,
29,Not Available,3-4,14.1,21.0,18.8,9.3,4.7,0,,,,,
30,Not Available,5-6,9.1,7.0,13.8,4.4,4.7,0,,,,,
31,Not Available,7-8,7.2,5.0,11.9,2.5,4.7,0,,,,,
32,Not Available,9-10,-0.7,0.0,4.0,-5.4,4.7,0,,,,,
33,Not Available,11-12,14.5,1.0,19.3,9.8,4.7,0,,,,,
34,Not Available,13-14,-0.3,0.0,4.4,-5.0,4.7,0,,,,,
35,Trauma Center,1-2,-1.2,0.0,3.5,-5.9,4.7,0,,,,,
36,Trauma Center,3-4,1.9,0.0,6.6,-2.8,4.7,0,,,,,
37,Trauma Center,5-6,-1.1,0.0,3.6,-5.8,4.7,0,,,,,
38,Trauma Center,7-8,-7.6,0.0,-2.9,-12.3,4.7,0,,,,,
39,Trauma Center,9-10,-1.5,0.0,3.2,-6.2,4.7,0,,,,,
40,Trauma Center,11-12,20.1,0.0,24.8,15.4,4.7,0,,,,,
41,Trauma Center,13-14,-1.8,0.0,2.9,-6.6,4.7,0,,,,,
42,Not Mapped,1-2,7.1,5.0,11.8,2.4,4.7,0,,,,,
43,Not Mapped,3-4,8.3,1.0,13.0,3.6,4.7,0,,,,,
44,Not Mapped,5-6,-3.5,0.0,1.2,-8.2,4.7,0,,,,,
45,Not Mapped,7-8,-2.9,0.0,1.9,-7.6,4.7,0,,,,,
46,Not Mapped,9-10,-4.4,0.0,0.3,-9.1,4.7,0,,,,,
47,Not Mapped,11-12,-2.9,0.0,1.8,-7.6,4.7,0,,,,,
48,Not Mapped,13-14,15.8,0.0,20.6,11.1,4.7,0,,,,,
49,Emergency,1-2,155.7,158.0,158.0,153.3,2.4,1,158.1,158.0,153.4,162.8,4.7
50,Emergency,3-4,184.3,185.0,186.7,182.0,2.4,1,187.6,185.0,182.9,192.3,4.7
51,Emergency,5-6,96.1,94.0,98.4,93.7,2.4,1,98.5,94.0,93.8,103.2,4.7
52,Emergency,7-8,40.9,48.0,43.2,38.5,2.4,1,34.2,48.0,29.5,38.9,4.7
53,Emergency,9-10,32.3,32.0,34.6,29.9,2.4,1,30.4,32.0,25.7,35.1,4.7
54,Emergency,11-12,14.9,14.0,17.3,12.6,2.4,1,22.2,14.0,17.5,26.9,4.7
55,Emergency,13-14,7.1,8.0,9.4,4.7,2.4,1,8.1,8.0,3.4,12.8,4.7
56,Urgent,1-2,58.2,58.0,60.5,55.8,2.4,1,58.3,58.0,53.6,63.0,4.7
57,Urgent,3-4,48.9,50.0,51.3,46.6,2.4,1,47.3,50.0,42.6,52.0,4.7
58,Urgent,5-6,46.1,44.0,48.5,43.8,2.4,1,47.2,44.0,42.5,51.9,4.7
59,Urgent,7-8,34.0,36.0,36.3,31.6,2.4,1,34.7,36.0,30.0,39.5,4.7
60,Urgent,9-10,8.8,9.0,11.2,6.5,2.4,1,9.3,9.0,4.6,14.0,4.7
61,Urgent,11-12,-2.5,5.0,-0.2,-4.9,2.4,1,-9.8,5.0,-14.5,-5.1,4.7
62,Urgent,13-14,2.7,5.0,5.1,0.4,2.4,1,6.4,5.0,1.7,11.1,4.7
63,Elective,1-2,69.0,67.0,71.4,66.7,2.4,1,73.7,67.0,69.0,78.4,4.7
64,Elective,3-4,56.1,61.0,58.5,53.8,2.4,1,60.0,61.0,55.3,64.7,4.7
65,Elective,5-6,35.6,30.0,37.9,33.2,2.4,1,32.3,30.0,27.6,37.1,4.7
66,Elective,7-8,14.1,16.0,16.4,11.7,2.4,1,18.5,16.0,13.8,23.2,4.7
67,Elective,9-10,12.3,9.0,14.6,9.9,2.4,1,13.5,9.0,8.8,18.2,4.7
68,Elective,11-12,5.5,8.0,7.8,3.1,2.4,1,3.0,8.0,-1.8,7.7,4.7
69,Elective,13-14,1.3,5.0,3.7,-1.0,2.4,1,3.3,5.0,-1.4,8.0,4.7
70,Newborn,1-2,0.5,0.0,2.8,-1.9,2.4,1,1.4,0.0,-3.3,6.1,4.7
71,Newborn,3-4,-0.9,0.0,1.4,-3.3,2.4,1,-2.2,0.0,-6.9,2.5,4.7
72,Newborn,5-6,4.3,0.0,6.6,1.9,2.4,1,1.7,0.0,-3.0,6.4,4.7
73,Newborn,7-8,8.3,0.0,10.7,6.0,2.4,1,1.3,0.0,-3.5,6.0,4.7
74,Newborn,9-10,-1.0,0.0,1.3,-3.4,2.4,1,-3.4,0.0,-8.1,1.3,4.7
75,Newborn,11-12,-1.3,0.0,1.0,-3.7,2.4,1,-1.5,0.0,-6.2,3.2,4.7
76,Newborn,13-14,2.3,0.0,4.6,-0.1,2.4,1,5.0,0.0,0.3,9.7,4.7
77,Not Available,1-2,19.6,18.0,22.0,17.3,2.4,1,20.3,18.0,15.6,25.0,4.7
78,Not Available,3-4,14.8,21.0,17.2,12.5,2.4,1,14.1,21.0,9.3,18.8,4.7
79,Not Available,5-6,8.6,7.0,11.0,6.3,2.4,1,9.1,7.0,4.4,13.8,4.7
80,Not Available,7-8,10.7,5.0,13.1,8.4,2.4,1,7.2,5.0,2.5,11.9,4.7
81,Not Available,9-10,-1.6,0.0,0.8,-3.9,2.4,1,-0.7,0.0,-5.4,4.0,4.7
82,Not Available,11-12,7.4,1.0,9.7,5.0,2.4,1,14.5,1.0,9.8,19.3,4.7
83,Not Available,13-14,-3.2,0.0,-0.8,-5.5,2.4,1,-0.3,0.0,-5.0,4.4,4.7
84,Trauma Center,1-2,-1.5,0.0,0.9,-3.9,2.4,1,-1.2,0.0,-5.9,3.5,4.7
85,Trauma Center,3-4,-0.9,0.0,1.4,-3.3,2.4,1,1.9,0.0,-2.8,6.6,4.7
86,Trauma Center,5-6,-2.4,0.0,-0.1,-4.8,2.4,1,-1.1,0.0,-5.8,3.6,4.7
87,Trauma Center,7-8,-4.8,0.0,-2.4,-7.1,2.4,1,-7.6,0.0,-12.3,-2.9,4.7
88,Trauma Center,9-10,-7.9,0.0,-5.5,-10.2,2.4,1,-1.5,0.0,-6.2,3.2,4.7
89,Trauma Center,11-12,11.2,0.0,13.6,8.9,2.4,1,20.1,0.0,15.4,24.8,4.7
90,Trauma Center,13-14,1.1,0.0,3.5,-1.2,2.4,1,-1.8,0.0,-6.6,2.9,4.7
91,Not Mapped,1-2,5.2,5.0,7.6,2.9,2.4,1,7.1,5.0,2.4,11.8,4.7
92,Not Mapped,3-4,4.6,1.0,6.9,2.2,2.4,1,8.3,1.0,3.6,13.0,4.7
93,Not Mapped,5-6,-0.7,0.0,1.7,-3.0,2.4,1,-3.5,0.0,-8.2,1.2,4.7
94,Not Mapped,7-8,-0.8,0.0,1.5,-3.2,2.4,1,-2.9,0.0,-7.6,1.9,4.7
95,Not Mapped,9-10,-3.3,0.0,-0.9,-5.6,2.4,1,-4.4,0.0,-9.1,0.3,4.7
96,Not Mapped,11-12,-1.9,0.0,0.5,-4.2,2.4,1,-2.9,0.0,-7.6,1.8,4.7
97,Not Mapped,13-14,10.7,0.0,13.1,8.3,2.4,1,15.8,0.0,11.1,20.6,4.7
98,Emergency,1-2,155.0,158.0,156.5,153.4,1.6,2,155.7,158.0,153.3,158.0,2.4
99,Emergency,3-4,185.9,185.0,187.5,184.4,1.6,2,184.3,185.0,182.0,186.7,2.4
100,Emergency,5-6,95.1,94.0,96.6,93.5,1.6,2,96.1,94.0,93.7,98.4,2.4
101,Emergency,7-8,43.2,48.0,44.8,41.6,1.6,2,40.9,48.0,38.5,43.2,2.4
102,Emergency,9-10,30.7,32.0,32.2,29.1,1.6,2,32.3,32.0,29.9,34.6,2.4
103,Emergency,11-12,13.9,14.0,15.5,12.4,1.6,2,14.9,14.0,12.6,17.3,2.4
104,Emergency,13-14,9.9,8.0,11.4,8.3,1.6,2,7.1,8.0,4.7,9.4,2.4
105,Urgent,1-2,56.8,58.0,58.4,55.2,1.6,2,58.2,58.0,55.8,60.5,2.4
106,Urgent,3-4,49.4,50.0,51.0,47.8,1.6,2,48.9,50.0,46.6,51.3,2.4
107,Urgent,5-6,45.7,44.0,47.3,44.2,1.6,2,46.1,44.0,43.8,48.5,2.4
108,Urgent,7-8,36.0,36.0,37.5,34.4,1.6,2,34.0,36.0,31.6,36.3,2.4
109,Urgent,9-10,8.7,9.0,10.3,7.1,1.6,2,8.8,9.0,6.5,11.2,2.4
110,Urgent,11-12,2.7,5.0,4.3,1.2,1.6,2,-2.5,5.0,-4.9,-0.2,2.4
111,Urgent,13-14,2.4,5.0,4.0,0.9,1.6,2,2.7,5.0,0.4,5.1,2.4
112,Elective,1-2,68.1,67.0,69.7,66.5,1.6,2,69.0,67.0,66.7,71.4,2.4
113,Elective,3-4,57.1,61.0,58.7,55.5,1.6,2,56.1,61.0,53.8,58.5,2.4
114,Elective,5-6,34.0,30.0,35.6,32.4,1.6,2,35.6,30.0,33.2,37.9,2.4
115,Elective,7-8,12.7,16.0,14.2,11.1,1.6,2,14.1,16.0,11.7,16.4,2.4
116,Elective,9-10,11.2,9.0,12.7,9.6,1.6,2,12.3,9.0,9.9,14.6,2.4
117,Elective,11-12,6.3,8.0,7.8,4.7,1.6,2,5.5,8.0,3.1,7.8,2.4
118,Elective,13-14,3.3,5.0,4.8,1.7,1.6,2,1.3,5.0,-1.0,3.7,2.4
119,Newborn,1-2,-0.6,0.0,1.0,-2.2,1.6,2,0.5,0.0,-1.9,2.8,2.4
120,Newborn,3-4,-1.6,0.0,-0.0,-3.2,1.6,2,-0.9,0.0,-3.3,1.4,2.4
121,Newborn,5-6,6.5,0.0,8.1,5.0,1.6,2,4.3,0.0,1.9,6.6,2.4
122,Newborn,7-8,5.4,0.0,7.0,3.9,1.6,2,8.3,0.0,6.0,10.7,2.4
123,Newborn,9-10,2.1,0.0,3.7,0.5,1.6,2,-1.0,0.0,-3.4,1.3,2.4
124,Newborn,11-12,0.9,0.0,2.4,-0.7,1.6,2,-1.3,0.0,-3.7,1.0,2.4
125,Newborn,13-14,1.4,0.0,2.9,-0.2,1.6,2,2.3,0.0,-0.1,4.6,2.4
126,Not Available,1-2,19.5,18.0,21.1,17.9,1.6,2,19.6,18.0,17.3,22.0,2.4
127,Not Available,3-4,19.1,21.0,20.7,17.6,1.6,2,14.8,21.0,12.5,17.2,2.4
128,Not Available,5-6,9.1,7.0,10.7,7.6,1.6,2,8.6,7.0,6.3,11.0,2.4
129,Not Available,7-8,8.8,5.0,10.3,7.2,1.6,2,10.7,5.0,8.4,13.1,2.4
130,Not Available,9-10,-1.1,0.0,0.5,-2.6,1.6,2,-1.6,0.0,-3.9,0.8,2.4
131,Not Available,11-12,4.5,1.0,6.1,2.9,1.6,2,7.4,1.0,5.0,9.7,2.4
132,Not Available,13-14,-1.8,0.0,-0.3,-3.4,1.6,2,-3.2,0.0,-5.5,-0.8,2.4
133,Trauma Center,1-2,-0.8,0.0,0.7,-2.4,1.6,2,-1.5,0.0,-3.9,0.9,2.4
134,Trauma Center,3-4,-2.5,0.0,-0.9,-4.1,1.6,2,-0.9,0.0,-3.3,1.4,2.4
135,Trauma Center,5-6,-1.6,0.0,0.0,-3.1,1.6,2,-2.4,0.0,-4.8,-0.1,2.4
136,Trauma Center,7-8,-2.9,0.0,-1.4,-4.5,1.6,2,-4.8,0.0,-7.1,-2.4,2.4
137,Trauma Center,9-10,-4.4,0.0,-2.8,-5.9,1.6,2,-7.9,0.0,-10.2,-5.5,2.4
138,Trauma Center,11-12,7.5,0.0,9.1,6.0,1.6,2,11.2,0.0,8.9,13.6,2.4
139,Trauma Center,13-14,1.1,0.0,2.7,-0.5,1.6,2,1.1,0.0,-1.2,3.5,2.4
140,Not Mapped,1-2,4.4,5.0,6.0,2.9,1.6,2,5.2,5.0,2.9,7.6,2.4
141,Not Mapped,3-4,2.8,1.0,4.4,1.3,1.6,2,4.6,1.0,2.2,6.9,2.4
142,Not Mapped,5-6,-0.6,0.0,1.0,-2.1,1.6,2,-0.7,0.0,-3.0,1.7,2.4
143,Not Mapped,7-8,-0.9,0.0,0.7,-2.4,1.6,2,-0.8,0.0,-3.2,1.5,2.4
144,Not Mapped,9-10,-2.0,0.0,-0.4,-3.6,1.6,2,-3.3,0.0,-5.6,-0.9,2.4
145,Not Mapped,11-12,-1.5,0.0,0.1,-3.0,1.6,2,-1.9,0.0,-4.2,0.5,2.4
146,Not Mapped,13-14,9.8,0.0,11.3,8.2,1.6,2,10.7,0.0,8.3,13.1,2.4
147,Emergency,1-2,155.6,158.0,156.8,154.4,1.2,3,155.0,158.0,153.4,156.5,1.6
148,Emergency,3-4,185.0,185.0,186.2,183.8,1.2,3,185.9,185.0,184.4,187.5,1.6
149,Emergency,5-6,93.8,94.0,95.0,92.6,1.2,3,95.1,94.0,93.5,96.6,1.6
150,Emergency,7-8,43.8,48.0,45.0,42.7,1.2,3,43.2,48.0,41.6,44.8,1.6
151,Emergency,9-10,30.8,32.0,32.0,29.6,1.2,3,30.7,32.0,29.1,32.2,1.6
152,Emergency,11-12,12.3,14.0,13.5,11.1,1.2,3,13.9,14.0,12.4,15.5,1.6
153,Emergency,13-14,10.2,8.0,11.3,9.0,1.2,3,9.9,8.0,8.3,11.4,1.6
154,Urgent,1-2,54.9,58.0,56.1,53.8,1.2,3,56.8,58.0,55.2,58.4,1.6
155,Urgent,3-4,48.8,50.0,50.0,47.6,1.2,3,49.4,50.0,47.8,51.0,1.6
156,Urgent,5-6,44.6,44.0,45.8,43.4,1.2,3,45.7,44.0,44.2,47.3,1.6
157,Urgent,7-8,35.4,36.0,36.6,34.3,1.2,3,36.0,36.0,34.4,37.5,1.6
158,Urgent,9-10,5.8,9.0,7.0,4.7,1.2,3,8.7,9.0,7.1,10.3,1.6
159,Urgent,11-12,3.1,5.0,4.3,1.9,1.2,3,2.7,5.0,1.2,4.3,1.6
160,Urgent,13-14,3.5,5.0,4.6,2.3,1.2,3,2.4,5.0,0.9,4.0,1.6
161,Elective,1-2,68.2,67.0,69.4,67.1,1.2,3,68.1,67.0,66.5,69.7,1.6
162,Elective,3-4,56.7,61.0,57.8,55.5,1.2,3,57.1,61.0,55.5,58.7,1.6
163,Elective,5-6,34.2,30.0,35.4,33.0,1.2,3,34.0,30.0,32.4,35.6,1.6
164,Elective,7-8,13.4,16.0,14.6,12.2,1.2,3,12.7,16.0,11.1,14.2,1.6
165,Elective,9-10,10.7,9.0,11.9,9.6,1.2,3,11.2,9.0,9.6,12.7,1.6
