,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,18.2,17.0,22.9,13.5,4.7,0,,,,,
1,Strongly disagree,Instructor 2,26.0,26.0,30.8,21.3,4.7,0,,,,,
2,Strongly disagree,Instructor 3,113.7,109.0,118.4,109.0,4.7,0,,,,,
3,Disagree,Instructor 1,19.1,15.0,23.8,14.3,4.7,0,,,,,
4,Disagree,Instructor 2,29.3,27.0,34.0,24.6,4.7,0,,,,,
5,Disagree,Instructor 3,91.3,90.0,96.1,86.6,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,29.8,32.0,34.5,25.1,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,57.4,67.0,62.1,52.7,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,191.1,190.0,195.8,186.3,4.7,0,,,,,
9,Agree,Instructor 1,36.1,34.0,40.8,31.4,4.7,0,,,,,
10,Agree,Instructor 2,70.4,81.0,75.1,65.7,4.7,0,,,,,
11,Agree,Instructor 3,138.0,143.0,142.7,133.3,4.7,0,,,,,
12,Strongly agree,Instructor 1,25.6,24.0,30.3,20.8,4.7,0,,,,,
13,Strongly agree,Instructor 2,53.3,49.0,58.0,48.6,4.7,0,,,,,
14,Strongly agree,Instructor 3,92.9,96.0,97.6,88.2,4.7,0,,,,,
15,Strongly disagree,Instructor 1,16.0,17.0,18.4,13.7,2.4,1,18.2,17.0,13.5,22.9,4.7
16,Strongly disagree,Instructor 2,29.8,26.0,32.2,27.5,2.4,1,26.0,26.0,21.3,30.8,4.7
17,Strongly disagree,Instructor 3,111.3,109.0,113.6,108.9,2.4,1,113.7,109.0,109.0,118.4,4.7
18,Disagree,Instructor 1,15.6,15.0,18.0,13.2,2.4,1,19.1,15.0,14.3,23.8,4.7
19,Disagree,Instructor 2,29.7,27.0,32.1,27.4,2.4,1,29.3,27.0,24.6,34.0,4.7
20,Disagree,Instructor 3,89.9,90.0,92.3,87.6,2.4,1,91.3,90.0,86.6,96.1,4.7
21,Neither agree nor disagree,Instructor 1,30.0,32.0,32.4,27.7,2.4,1,29.8,32.0,25.1,34.5,4.7
22,Neither agree nor disagree,Instructor 2,64.0,67.0,66.3,61.6,2.4,1,57.4,67.0,52.7,62.1,4.7
23,Neither agree nor disagree,Instructor 3,190.7,190.0,193.1,188.4,2.4,1,191.1,190.0,186.3,195.8,4.7
24,Agree,Instructor 1,36.0,34.0,38.4,33.6,2.4,1,36.1,34.0,31.4,40.8,4.7
25,Agree,Instructor 2,76.2,81.0,78.6,73.9,2.4,1,70.4,81.0,65.7,75.1,4.7
26,Agree,Instructor 3,140.6,143.0,143.0,138.3,2.4,1,138.0,143.0,133.3,142.7,4.7
27,Strongly agree,Instructor 1,18.6,24.0,21.0,16.3,2.4,1,25.6,24.0,20.8,30.3,4.7
28,Strongly agree,Instructor 2,52.0,49.0,54.3,49.6,2.4,1,53.3,49.0,48.6,58.0,4.7
29,Strongly agree,Instructor 3,94.6,96.0,96.9,92.2,2.4,1,92.9,96.0,88.2,97.6,4.7
30,Strongly disagree,Instructor 1,14.6,17.0,16.2,13.1,1.6,2,16.0,17.0,13.7,18.4,2.4
31,Strongly disagree,Instructor 2,24.8,26.0,26.3,23.2,1.6,2,29.8,26.0,27.5,32.2,2.4
32,Strongly disagree,Instructor 3,110.1,109.0,111.7,108.5,1.6,2,111.3,109.0,108.9,113.6,2.4
33,Disagree,Instructor 1,14.5,15.0,16.0,12.9,1.6,2,15.6,15.0,13.2,18.0,2.4
34,Disagree,Instructor 2,31.1,27.0,32.7,29.5,1.6,2,29.7,27.0,27.4,32.1,2.4
35,Disagree,Instructor 3,94.1,90.0,95.7,92.6,1.6,2,89.9,90.0,87.6,92.3,2.4
36,Neither agree nor disagree,Instructor 1,31.6,32.0,33.2,30.1,1.6,2,30.0,32.0,27.7,32.4,2.4
37,Neither agree nor disagree,Instructor 2,65.5,67.0,67.1,63.9,1.6,2,64.0,67.0,61.6,66.3,2.4
38,Neither agree nor disagree,Instructor 3,190.5,190.0,192.1,188.9,1.6,2,190.7,190.0,188.4,193.1,2.4
39,Agree,Instructor 1,35.8,34.0,37.3,34.2,1.6,2,36.0,34.0,33.6,38.4,2.4
40,Agree,Instructor 2,78.7,81.0,80.3,77.2,1.6,2,76.2,81.0,73.9,78.6,2.4
41,Agree,Instructor 3,141.4,143.0,142.9,139.8,1.6,2,140.6,143.0,138.3,143.0,2.4
42,Strongly agree,Instructor 1,20.4,24.0,22.0,18.8,1.6,2,18.6,24.0,16.3,21.0,2.4
