,attendance,difficulty,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,0,1,215.0,211.0,219.7,210.3,4.7,0,,,,,
1,0,2,6.6,10.0,11.3,1.9,4.7,0,,,,,
2,0,3,22.6,30.0,27.3,17.9,4.7,0,,,,,
3,0,4,30.9,32.0,35.6,26.2,4.7,0,,,,,
4,0,5,18.0,20.0,22.7,13.3,4.7,0,,,,,
5,1,1,4.4,6.0,9.1,-0.4,4.7,0,,,,,
6,1,2,34.3,36.0,39.1,29.6,4.7,0,,,,,
7,1,3,80.0,85.0,84.7,75.3,4.7,0,,,,,
8,1,4,40.7,43.0,45.4,36.0,4.7,0,,,,,
9,1,5,36.0,30.0,40.7,31.3,4.7,0,,,,,
10,2,1,10.9,9.0,15.6,6.2,4.7,0,,,,,
11,2,2,15.4,11.0,20.1,10.7,4.7,0,,,,,
12,2,3,62.2,59.0,66.9,57.5,4.7,0,,,,,
13,2,4,52.1,55.0,56.8,47.4,4.7,0,,,,,
14,2,5,15.3,19.0,20.1,10.6,4.7,0,,,,,
15,3,1,9.5,18.0,14.2,4.8,4.7,0,,,,,
16,3,2,14.9,18.0,19.7,10.2,4.7,0,,,,,
17,3,3,97.5,78.0,102.2,92.7,4.7,0,,,,,
18,3,4,61.0,62.0,65.7,56.3,4.7,0,,,,,
19,3,5,32.5,30.0,37.2,27.7,4.7,0,,,,,
20,4,1,10.1,10.0,14.8,5.4,4.7,0,,,,,
21,4,2,25.4,18.0,30.1,20.6,4.7,0,,,,,
22,4,3,44.9,50.0,49.7,40.2,4.7,0,,,,,
23,4,4,23.8,24.0,28.5,19.0,4.7,0,,,,,
24,4,5,31.8,36.0,36.5,27.1,4.7,0,,,,,
25,0,1,212.7,211.0,215.1,210.3,2.4,1,215.0,211.0,210.3,219.7,4.7
26,0,2,7.9,10.0,10.3,5.6,2.4,1,6.6,10.0,1.9,11.3,4.7
27,0,3,25.9,30.0,28.2,23.5,2.4,1,22.6,30.0,17.9,27.3,4.7
28,0,4,31.1,32.0,33.5,28.8,2.4,1,30.9,32.0,26.2,35.6,4.7
29,0,5,15.9,20.0,18.3,13.6,2.4,1,18.0,20.0,13.3,22.7,4.7
30,1,1,2.1,6.0,4.4,-0.3,2.4,1,4.4,6.0,-0.4,9.1,4.7
31,1,2,36.0,36.0,38.4,33.6,2.4,1,34.3,36.0,29.6,39.1,4.7
32,1,3,77.8,85.0,80.1,75.4,2.4,1,80.0,85.0,75.3,84.7,4.7
33,1,4,41.8,43.0,44.2,39.5,2.4,1,40.7,43.0,36.0,45.4,4.7
34,1,5,30.8,30.0,33.2,28.4,2.4,1,36.0,30.0,31.3,40.7,4.7
35,2,1,10.5,9.0,12.9,8.1,2.4,1,10.9,9.0,6.2,15.6,4.7
36,2,2,13.0,11.0,15.4,10.6,2.4,1,15.4,11.0,10.7,20.1,4.7
37,2,3,65.6,59.0,67.9,63.2,2.4,1,62.2,59.0,57.5,66.9,4.7
38,2,4,52.9,55.0,55.2,50.5,2.4,1,52.1,55.0,47.4,56.8,4.7
39,2,5,15.6,19.0,18.0,13.3,2.4,1,15.3,19.0,10.6,20.1,4.7
40,3,1,13.2,18.0,15.5,10.8,2.4,1,9.5,18.0,4.8,14.2,4.7
41,3,2,17.8,18.0,20.1,15.4,2.4,1,14.9,18.0,10.2,19.7,4.7
42,3,3,89.2,78.0,91.5,86.8,2.4,1,97.5,78.0,92.7,102.2,4.7
43,3,4,61.3,62.0,63.7,59.0,2.4,1,61.0,62.0,56.3,65.7,4.7
44,3,5,30.2,30.0,32.5,27.8,2.4,1,32.5,30.0,27.7,37.2,4.7
45,4,1,9.5,10.0,11.9,7.2,2.4,1,10.1,10.0,5.4,14.8,4.7
46,4,2,19.0,18.0,21.3,16.6,2.4,1,25.4,18.0,20.6,30.1,4.7
47,4,3,48.5,50.0,50.8,46.1,2.4,1,44.9,50.0,40.2,49.7,4.7
48,4,4,23.7,24.0,26.1,21.4,2.4,1,23.8,24.0,19.0,28.5,4.7
49,4,5,34.0,36.0,36.3,31.6,2.4,1,31.8,36.0,27.1,36.5,4.7
50,0,1,210.4,211.0,212.0,208.8,1.6,2,212.7,211.0,210.3,215.1,2.4
51,0,2,4.5,10.0,6.0,2.9,1.6,2,7.9,10.0,5.6,10.3,2.4
52,0,3,29.3,30.0,30.8,27.7,1.6,2,25.9,30.0,23.5,28.2,2.4
53,0,4,31.8,32.0,33.3,30.2,1.6,2,31.1,32.0,28.8,33.5,2.4
54,0,5,16.4,20.0,18.0,14.8,1.6,2,15.9,20.0,13.6,18.3,2.4
55,1,1,5.4,6.0,7.0,3.9,1.6,2,2.1,6.0,-0.3,4.4,2.4
56,1,2,37.5,36.0,39.1,36.0,1.6,2,36.0,36.0,33.6,38.4,2.4
57,1,3,78.7,85.0,80.2,77.1,1.6,2,77.8,85.0,75.4,80.1,2.4
58,1,4,41.7,43.0,43.2,40.1,1.6,2,41.8,43.0,39.5,44.2,2.4
59,1,5,29.9,30.0,31.5,28.4,1.6,2,30.8,30.0,28.4,33.2,2.4
60,2,1,10.7,9.0,12.3,9.2,1.6,2,10.5,9.0,8.1,12.9,2.4
61,2,2,11.9,11.0,13.4,10.3,1.6,2,13.0,11.0,10.6,15.4,2.4
62,2,3,63.6,59.0,65.2,62.1,1.6,2,65.6,59.0,63.2,67.9,2.4
63,2,4,53.6,55.0,55.2,52.0,1.6,2,52.9,55.0,50.5,55.2,2.4
64,2,5,18.8,19.0,20.3,17.2,1.6,2,15.6,19.0,13.3,18.0,2.4
65,3,1,8.4,18.0,10.0,6.9,1.6,2,13.2,18.0,10.8,15.5,2.4
66,3,2,15.7,18.0,17.3,14.1,1.6,2,17.8,18.0,15.4,20.1,2.4
67,3,3,85.3,78.0,86.8,83.7,1.6,2,89.2,78.0,86.8,91.5,2.4
68,3,4,61.5,62.0,63.1,60.0,1.6,2,61.3,62.0,59.0,63.7,2.4
69,3,5,30.3,30.0,31.9,28.7,1.6,2,30.2,30.0,27.8,32.5,2.4
70,4,1,8.7,10.0,10.2,7.1,1.6,2,9.5,10.0,7.2,11.9,2.4
71,4,2,18.4,18.0,20.0,16.9,1.6,2,19.0,18.0,16.6,21.3,2.4
72,4,3,51.2,50.0,52.8,49.6,1.6,2,48.5,50.0,46.1,50.8,2.4
73,4,4,23.5,24.0,25.0,21.9,1.6,2,23.7,24.0,21.4,26.1,2.4
74,4,5,30.7,36.0,32.3,29.2,1.6,2,34.0,36.0,31.6,36.3,2.4
75,0,1,210.9,211.0,212.1,209.8,1.2,3,210.4,211.0,208.8,212.0,1.6
76,0,2,5.9,10.0,7.1,4.8,1.2,3,4.5,10.0,2.9,6.0,1.6
77,0,3,26.1,30.0,27.3,24.9,1.2,3,29.3,30.0,27.7,30.8,1.6
78,0,4,32.5,32.0,33.7,31.3,1.2,3,31.8,32.0,30.2,33.3,1.6
79,0,5,16.1,20.0,17.3,14.9,1.2,3,16.4,20.0,14.8,18.0,1.6
80,1,1,5.9,6.0,7.1,4.7,1.2,3,5.4,6.0,3.9,7.0,1.6
81,1,2,37.8,36.0,39.0,36.6,1.2,3,37.5,36.0,36.0,39.1,1.6
82,1,3,82.0,85.0,83.2,80.8,1.2,3,78.7,85.0,77.1,80.2,1.6
83,1,4,40.8,43.0,42.0,39.7,1.2,3,41.7,43.0,40.1,43.2,1.6
84,1,5,29.2,30.0,30.4,28.1,1.2,3,29.9,30.0,28.4,31.5,1.6
85,2,1,10.1,9.0,11.3,8.9,1.2,3,10.7,9.0,9.2,12.3,1.6
86,2,2,11.8,11.0,13.0,10.6,1.2,3,11.9,11.0,10.3,13.4,1.6
87,2,3,66.2,59.0,67.3,65.0,1.2,3,63.6,59.0,62.1,65.2,1.6
88,2,4,54.2,55.0,55.3,53.0,1.2,3,53.6,55.0,52.0,55.2,1.6
89,2,5,19.2,19.0,20.4,18.0,1.2,3,18.8,19.0,17.2,20.3,1.6
90,3,1,10.7,18.0,11.9,9.5,1.2,3,8.4,18.0,6.9,10.0,1.6
91,3,2,15.1,18.0,16.3,14.0,1.2,3,15.7,18.0,14.1,17.3,1.6
92,3,3,82.7,78.0,83.9,81.6,1.2,3,85.3,78.0,83.7,86.8,1.6
93,3,4,62.7,62.0,63.8,61.5,1.2,3,61.5,62.0,60.0,63.1,1.6
94,3,5,30.0,30.0,31.2,28.8,1.2,3,30.3,30.0,28.7,31.9,1.6
95,4,1,10.1,10.0,11.2,8.9,1.2,3,8.7,10.0,7.1,10.2,1.6
96,4,2,18.3,18.0,19.5,17.1,1.2,3,18.4,18.0,16.9,20.0,1.6
97,4,3,51.3,50.0,52.5,50.1,1.2,3,51.2,50.0,49.6,52.8,1.6
98,4,4,23.4,24.0,24.5,22.2,1.2,3,23.5,24.0,21.9,25.0,1.6
99,4,5,32.5,36.0,33.7,31.4,1.2,3,30.7,36.0,29.2,32.3,1.6
100,0,1,211.1,211.0,212.1,210.2,0.9,4,210.9,211.0,209.8,212.1,1.2
101,0,2,7.4,10.0,8.3,6.5,0.9,4,5.9,10.0,4.8,7.1,1.2
102,0,3,25.5,30.0,26.5,24.6,0.9,4,26.1,30.0,24.9,27.3,1.2
103,0,4,32.0,32.0,33.0,31.1,0.9,4,32.5,32.0,31.3,33.7,1.2
104,0,5,17.1,20.0,18.0,16.1,0.9,4,16.1,20.0,14.9,17.3,1.2
105,1,1,6.5,6.0,7.5,5.6,0.9,4,5.9,6.0,4.7,7.1,1.2
106,1,2,38.2,36.0,39.1,37.2,0.9,4,37.8,36.0,36.6,39.0,1.2
107,1,3,83.1,85.0,84.1,82.2,0.9,4,82.0,85.0,80.8,83.2,1.2
108,1,4,40.3,43.0,41.3,39.4,0.9,4,40.8,43.0,39.7,42.0,1.2
109,1,5,31.3,30.0,32.2,30.3,0.9,4,29.2,30.0,28.1,30.4,1.2
110,2,1,8.8,9.0,9.8,7.9,0.9,4,10.1,9.0,8.9,11.3,1.2
111,2,2,11.4,11.0,12.3,10.5,0.9,4,11.8,11.0,10.6,13.0,1.2
112,2,3,63.0,59.0,63.9,62.0,0.9,4,66.2,59.0,65.0,67.3,1.2
113,2,4,54.5,55.0,55.4,53.5,0.9,4,54.2,55.0,53.0,55.3,1.2
114,2,5,19.8,19.0,20.7,18.8,0.9,4,19.2,19.0,18.0,20.4,1.2
115,3,1,14.0,18.0,15.0,13.1,0.9,4,10.7,18.0,9.5,11.9,1.2
116,3,2,14.5,18.0,15.4,13.5,0.9,4,15.1,18.0,14.0,16.3,1.2
117,3,3,81.1,78.0,82.1,80.2,0.9,4,82.7,78.0,81.6,83.9,1.2
118,3,4,63.5,62.0,64.4,62.6,0.9,4,62.7,62.0,61.5,63.8,1.2
119,3,5,30.4,30.0,31.4,29.5,0.9,4,30.0,30.0,28.8,31.2,1.2
120,4,1,10.0,10.0,10.9,9.0,0.9,4,10.1,10.0,8.9,11.2,1.2
121,4,2,18.2,18.0,19.2,17.3,0.9,4,18.3,18.0,17.1,19.5,1.2
122,4,3,50.5,50.0,51.4,49.5,0.9,4,51.3,50.0,50.1,52.5,1.2
123,4,4,22.4,24.0,23.4,21.5,0.9,4,23.4,24.0,22.2,24.5,1.2
124,4,5,32.8,36.0,33.7,31.8,0.9,4,32.5,36.0,31.4,33.7,1.2
125,0,1,209.6,211.0,210.4,208.8,0.8,5,211.1,211.0,210.2,212.1,0.9
126,0,2,7.9,10.0,8.7,7.2,0.8,5,7.4,10.0,6.5,8.3,0.9
127,0,3,26.7,30.0,27.4,25.9,0.8,5,25.5,30.0,24.6,26.5,0.9
128,0,4,31.5,32.0,32.3,30.7,0.8,5,32.0,32.0,31.1,33.0,0.9
129,0,5,17.5,20.0,18.3,16.7,0.8,5,17.1,20.0,16.1,18.0,0.9
130,1,1,7.0,6.0,7.8,6.2,0.8,5,6.5,6.0,5.6,7.5,0.9
131,1,2,39.1,36.0,39.9,38.3,0.8,5,38.2,36.0,37.2,39.1,0.9
132,1,3,83.1,85.0,83.9,82.3,0.8,5,83.1,85.0,82.2,84.1,0.9
133,1,4,40.0,43.0,40.8,39.3,0.8,5,40.3,43.0,39.4,41.3,0.9
134,1,5,30.4,30.0,31.2,29.7,0.8,5,31.3,30.0,30.3,32.2,0.9
135,2,1,8.8,9.0,9.6,8.0,0.8,5,8.8,9.0,7.9,9.8,0.9
136,2,2,10.7,11.0,11.4,9.9,0.8,5,11.4,11.0,10.5,12.3,0.9
137,2,3,62.6,59.0,63.4,61.8,0.8,5,63.0,59.0,62.0,63.9,0.9
138,2,4,54.4,55.0,55.2,53.6,0.8,5,54.5,55.0,53.5,55.4,0.9
139,2,5,19.0,19.0,19.8,18.2,0.8,5,19.8,19.0,18.8,20.7,0.9
140,3,1,14.4,18.0,15.2,13.6,0.8,5,14.0,18.0,13.1,15.0,0.9
141,3,2,16.1,18.0,16.9,15.3,0.8,5,14.5,18.0,13.5,15.4,0.9
142,3,3,81.0,78.0,81.8,80.3,0.8,5,81.1,78.0,80.2,82.1,0.9
143,3,4,63.3,62.0,64.1,62.5,0.8,5,63.5,62.0,62.6,64.4,0.9
