,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,4.1,17.0,8.8,-0.6,4.7,0,,,,,
1,Strongly disagree,Instructor 2,26.0,26.0,30.7,21.3,4.7,0,,,,,
2,Strongly disagree,Instructor 3,109.0,109.0,113.7,104.3,4.7,0,,,,,
3,Disagree,Instructor 1,10.8,15.0,15.5,6.1,4.7,0,,,,,
4,Disagree,Instructor 2,24.2,27.0,29.0,19.5,4.7,0,,,,,
5,Disagree,Instructor 3,89.4,90.0,94.1,84.7,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,26.1,32.0,30.8,21.3,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,65.8,67.0,70.5,61.1,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,186.3,190.0,191.1,181.6,4.7,0,,,,,
9,Agree,Instructor 1,41.7,34.0,46.5,37.0,4.7,0,,,,,
10,Agree,Instructor 2,72.5,81.0,77.2,67.8,4.7,0,,,,,
11,Agree,Instructor 3,144.7,143.0,149.4,140.0,4.7,0,,,,,
12,Strongly agree,Instructor 1,29.3,24.0,34.0,24.6,4.7,0,,,,,
13,Strongly agree,Instructor 2,50.4,49.0,55.1,45.6,4.7,0,,,,,
14,Strongly agree,Instructor 3,96.3,96.0,101.0,91.6,4.7,0,,,,,
15,Strongly disagree,Instructor 1,14.1,17.0,16.4,11.7,2.4,1,4.1,17.0,-0.6,8.8,4.7
16,Strongly disagree,Instructor 2,27.6,26.0,29.9,25.2,2.4,1,26.0,26.0,21.3,30.7,4.7
17,Strongly disagree,Instructor 3,114.7,109.0,117.0,112.3,2.4,1,109.0,109.0,104.3,113.7,4.7
18,Disagree,Instructor 1,13.0,15.0,15.3,10.6,2.4,1,10.8,15.0,6.1,15.5,4.7
19,Disagree,Instructor 2,29.3,27.0,31.7,27.0,2.4,1,24.2,27.0,19.5,29.0,4.7
20,Disagree,Instructor 3,90.3,90.0,92.7,87.9,2.4,1,89.4,90.0,84.7,94.1,4.7
21,Neither agree nor disagree,Instructor 1,33.8,32.0,36.1,31.4,2.4,1,26.1,32.0,21.3,30.8,4.7
