,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,0 - 9,1-9,8.0,4.0,12.7,3.3,4.7,0,,,,,
1,0 - 9,10-19,-3.4,0.0,1.3,-8.1,4.7,0,,,,,
2,0 - 9,20-29,-7.4,0.0,-2.7,-12.1,4.7,0,,,,,
3,0 - 9,30-39,-1.1,0.0,3.6,-5.8,4.7,0,,,,,
4,0 - 9,40-49,-2.0,0.0,2.7,-6.7,4.7,0,,,,,
5,0 - 9,50-89,0.2,0.0,4.9,-4.5,4.7,0,,,,,
6,10 - 19,1-9,-0.7,1.0,4.1,-5.4,4.7,0,,,,,
7,10 - 19,10-19,-4.0,1.0,0.7,-8.7,4.7,0,,,,,
8,10 - 19,20-29,-2.3,0.0,2.4,-7.0,4.7,0,,,,,
9,10 - 19,30-39,6.0,0.0,10.7,1.3,4.7,0,,,,,
10,10 - 19,40-49,-2.1,0.0,2.6,-6.8,4.7,0,,,,,
11,10 - 19,50-89,1.9,0.0,6.6,-2.8,4.7,0,,,,,
12,20 - 29,1-9,13.2,10.0,17.9,8.5,4.7,0,,,,,
13,20 - 29,10-19,3.1,6.0,7.8,-1.6,4.7,0,,,,,
14,20 - 29,20-29,-1.7,2.0,3.1,-6.4,4.7,0,,,,,
15,20 - 29,30-39,-7.9,0.0,-3.2,-12.6,4.7,0,,,,,
16,20 - 29,40-49,-8.5,0.0,-3.8,-13.2,4.7,0,,,,,
17,20 - 29,50-89,-3.1,0.0,1.7,-7.8,4.7,0,,,,,
18,30 - 39,1-9,6.0,7.0,10.7,1.3,4.7,0,,,,,
19,30 - 39,10-19,18.5,16.0,23.2,13.7,4.7,0,,,,,
20,30 - 39,20-29,3.8,4.0,8.5,-0.9,4.7,0,,,,,
21,30 - 39,30-39,0.1,0.0,4.8,-4.6,4.7,0,,,,,
22,30 - 39,40-49,7.4,0.0,12.1,2.6,4.7,0,,,,,
23,30 - 39,50-89,-4.1,1.0,0.7,-8.8,4.7,0,,,,,
24,40 - 49,1-9,23.8,28.0,28.5,19.1,4.7,0,,,,,
25,40 - 49,10-19,47.3,47.0,52.0,42.6,4.7,0,,,,,
26,40 - 49,20-29,15.3,17.0,20.0,10.6,4.7,0,,,,,
27,40 - 49,30-39,2.3,2.0,7.0,-2.5,4.7,0,,,,,
28,40 - 49,40-49,2.3,1.0,7.1,-2.4,4.7,0,,,,,
29,40 - 49,50-89,-1.1,0.0,3.7,-5.8,4.7,0,,,,,
30,50 - 59,1-9,32.1,31.0,36.8,27.4,4.7,0,,,,,
31,50 - 59,10-19,94.4,95.0,99.1,89.7,4.7,0,,,,,
32,50 - 59,20-29,30.3,31.0,35.0,25.6,4.7,0,,,,,
33,50 - 59,30-39,6.2,7.0,10.9,1.5,4.7,0,,,,,
34,50 - 59,40-49,3.3,4.0,8.0,-1.4,4.7,0,,,,,
35,50 - 59,50-89,-5.1,1.0,-0.4,-9.8,4.7,0,,,,,
36,60 - 69,1-9,21.8,28.0,26.5,17.1,4.7,0,,,,,
37,60 - 69,10-19,108.7,107.0,113.4,103.9,4.7,0,,,,,
38,60 - 69,20-29,34.5,44.0,39.2,29.8,4.7,0,,,,,
39,60 - 69,30-39,17.0,17.0,21.7,12.3,4.7,0,,,,,
40,60 - 69,40-49,-0.4,4.0,4.3,-5.1,4.7,0,,,,,
41,60 - 69,50-89,-6.3,3.0,-1.6,-11.0,4.7,0,,,,,
42,70 - 79,1-9,49.6,50.0,54.3,44.9,4.7,0,,,,,
43,70 - 79,10-19,147.9,138.0,152.6,143.2,4.7,0,,,,,
44,70 - 79,20-29,60.6,62.0,65.3,55.9,4.7,0,,,,,
45,70 - 79,30-39,19.9,23.0,24.6,15.2,4.7,0,,,,,
46,70 - 79,40-49,3.5,2.0,8.2,-1.2,4.7,0,,,,,
47,70 - 79,50-89,0.8,2.0,5.5,-3.9,4.7,0,,,,,
48,80 - 89,1-9,28.9,26.0,33.6,24.2,4.7,0,,,,,
49,80 - 89,10-19,109.6,110.0,114.3,104.9,4.7,0,,,,,
50,80 - 89,20-29,33.9,36.0,38.6,29.2,4.7,0,,,,,
51,80 - 89,30-39,-2.1,8.0,2.6,-6.8,4.7,0,,,,,
52,80 - 89,40-49,0.0,1.0,4.7,-4.7,4.7,0,,,,,
53,80 - 89,50-89,-5.4,0.0,-0.7,-10.2,4.7,0,,,,,
54,90 - 99,1-9,3.7,4.0,8.4,-1.0,4.7,0,,,,,
55,90 - 99,10-19,16.1,16.0,20.9,11.4,4.7,0,,,,,
56,90 - 99,20-29,4.5,3.0,9.2,-0.2,4.7,0,,,,,
57,90 - 99,30-39,-0.5,0.0,4.2,-5.3,4.7,0,,,,,
58,90 - 99,40-49,0.8,0.0,5.5,-3.9,4.7,0,,,,,
59,90 - 99,50-89,3.5,0.0,8.2,-1.2,4.7,0,,,,,
60,0 - 9,1-9,6.2,4.0,8.5,3.8,2.4,1,8.0,4.0,3.3,12.7,4.7
61,0 - 9,10-19,1.4,0.0,3.7,-1.0,2.4,1,-3.4,0.0,-8.1,1.3,4.7
62,0 - 9,20-29,-1.4,0.0,1.0,-3.7,2.4,1,-7.4,0.0,-12.1,-2.7,4.7
63,0 - 9,30-39,-2.8,0.0,-0.5,-5.2,2.4,1,-1.1,0.0,-5.8,3.6,4.7
64,0 - 9,40-49,-1.8,0.0,0.5,-4.2,2.4,1,-2.0,0.0,-6.7,2.7,4.7
65,0 - 9,50-89,-0.8,0.0,1.6,-3.1,2.4,1,0.2,0.0,-4.5,4.9,4.7
66,10 - 19,1-9,1.3,1.0,3.6,-1.1,2.4,1,-0.7,1.0,-5.4,4.1,4.7
67,10 - 19,10-19,-2.2,1.0,0.2,-4.5,2.4,1,-4.0,1.0,-8.7,0.7,4.7
68,10 - 19,20-29,-0.8,0.0,1.6,-3.1,2.4,1,-2.3,0.0,-7.0,2.4,4.7
69,10 - 19,30-39,3.1,0.0,5.4,0.7,2.4,1,6.0,0.0,1.3,10.7,4.7
70,10 - 19,40-49,2.0,0.0,4.3,-0.4,2.4,1,-2.1,0.0,-6.8,2.6,4.7
71,10 - 19,50-89,-0.6,0.0,1.8,-2.9,2.4,1,1.9,0.0,-2.8,6.6,4.7
72,20 - 29,1-9,8.4,10.0,10.7,6.0,2.4,1,13.2,10.0,8.5,17.9,4.7
73,20 - 29,10-19,4.3,6.0,6.6,1.9,2.4,1,3.1,6.0,-1.6,7.8,4.7
74,20 - 29,20-29,0.2,2.0,2.5,-2.2,2.4,1,-1.7,2.0,-6.4,3.1,4.7
75,20 - 29,30-39,-3.7,0.0,-1.3,-6.0,2.4,1,-7.9,0.0,-12.6,-3.2,4.7
76,20 - 29,40-49,-1.9,0.0,0.5,-4.2,2.4,1,-8.5,0.0,-13.2,-3.8,4.7
77,20 - 29,50-89,-3.0,0.0,-0.7,-5.4,2.4,1,-3.1,0.0,-7.8,1.7,4.7
78,30 - 39,1-9,9.8,7.0,12.2,7.5,2.4,1,6.0,7.0,1.3,10.7,4.7
79,30 - 39,10-19,16.7,16.0,19.1,14.3,2.4,1,18.5,16.0,13.7,23.2,4.7
80,30 - 39,20-29,-1.9,4.0,0.4,-4.3,2.4,1,3.8,4.0,-0.9,8.5,4.7
81,30 - 39,30-39,2.7,0.0,5.1,0.4,2.4,1,0.1,0.0,-4.6,4.8,4.7
82,30 - 39,40-49,4.1,0.0,6.5,1.8,2.4,1,7.4,0.0,2.6,12.1,4.7
83,30 - 39,50-89,3.2,1.0,5.6,0.9,2.4,1,-4.1,1.0,-8.8,0.7,4.7
84,40 - 49,1-9,29.3,28.0,31.7,27.0,2.4,1,23.8,28.0,19.1,28.5,4.7
85,40 - 49,10-19,47.5,47.0,49.9,45.1,2.4,1,47.3,47.0,42.6,52.0,4.7
86,40 - 49,20-29,14.0,17.0,16.4,11.7,2.4,1,15.3,17.0,10.6,20.0,4.7
87,40 - 49,30-39,2.9,2.0,5.2,0.5,2.4,1,2.3,2.0,-2.5,7.0,4.7
88,40 - 49,40-49,1.8,1.0,4.2,-0.5,2.4,1,2.3,1.0,-2.4,7.1,4.7
89,40 - 49,50-89,-7.2,0.0,-4.9,-9.6,2.4,1,-1.1,0.0,-5.8,3.7,4.7
90,50 - 59,1-9,29.2,31.0,31.6,26.8,2.4,1,32.1,31.0,27.4,36.8,4.7
91,50 - 59,10-19,94.8,95.0,97.1,92.4,2.4,1,94.4,95.0,89.7,99.1,4.7
92,50 - 59,20-29,31.3,31.0,33.7,29.0,2.4,1,30.3,31.0,25.6,35.0,4.7
93,50 - 59,30-39,7.8,7.0,10.2,5.5,2.4,1,6.2,7.0,1.5,10.9,4.7
94,50 - 59,40-49,7.2,4.0,9.6,4.9,2.4,1,3.3,4.0,-1.4,8.0,4.7
95,50 - 59,50-89,-4.4,1.0,-2.0,-6.7,2.4,1,-5.1,1.0,-9.8,-0.4,4.7
96,60 - 69,1-9,24.4,28.0,26.7,22.0,2.4,1,21.8,28.0,17.1,26.5,4.7
97,60 - 69,10-19,107.5,107.0,109.8,105.1,2.4,1,108.7,107.0,103.9,113.4,4.7
98,60 - 69,20-29,39.6,44.0,42.0,37.2,2.4,1,34.5,44.0,29.8,39.2,4.7
99,60 - 69,30-39,24.3,17.0,26.7,22.0,2.4,1,17.0,17.0,12.3,21.7,4.7
100,60 - 69,40-49,2.2,4.0,4.6,-0.1,2.4,1,-0.4,4.0,-5.1,4.3,4.7
101,60 - 69,50-89,-0.9,3.0,1.5,-3.2,2.4,1,-6.3,3.0,-11.0,-1.6,4.7
102,70 - 79,1-9,49.6,50.0,51.9,47.2,2.4,1,49.6,50.0,44.9,54.3,4.7
103,70 - 79,10-19,140.7,138.0,143.1,138.4,2.4,1,147.9,138.0,143.2,152.6,4.7
104,70 - 79,20-29,59.9,62.0,62.3,57.5,2.4,1,60.6,62.0,55.9,65.3,4.7
105,70 - 79,30-39,23.4,23.0,25.8,21.1,2.4,1,19.9,23.0,15.2,24.6,4.7
106,70 - 79,40-49,2.3,2.0,4.6,-0.1,2.4,1,3.5,2.0,-1.2,8.2,4.7
107,70 - 79,50-89,0.1,2.0,2.5,-2.3,2.4,1,0.8,2.0,-3.9,5.5,4.7
108,80 - 89,1-9,27.3,26.0,29.7,25.0,2.4,1,28.9,26.0,24.2,33.6,4.7
109,80 - 89,10-19,110.5,110.0,112.9,108.2,2.4,1,109.6,110.0,104.9,114.3,4.7
110,80 - 89,20-29,34.5,36.0,36.9,32.1,2.4,1,33.9,36.0,29.2,38.6,4.7
111,80 - 89,30-39,3.9,8.0,6.2,1.5,2.4,1,-2.1,8.0,-6.8,2.6,4.7
112,80 - 89,40-49,-0.0,1.0,2.3,-2.4,2.4,1,0.0,1.0,-4.7,4.7,4.7
113,80 - 89,50-89,-2.5,0.0,-0.2,-4.9,2.4,1,-5.4,0.0,-10.2,-0.7,4.7
114,90 - 99,1-9,1.4,4.0,3.8,-0.9,2.4,1,3.7,4.0,-1.0,8.4,4.7
115,90 - 99,10-19,14.2,16.0,16.5,11.8,2.4,1,16.1,16.0,11.4,20.9,4.7
116,90 - 99,20-29,4.9,3.0,7.2,2.5,2.4,1,4.5,3.0,-0.2,9.2,4.7
117,90 - 99,30-39,-0.4,0.0,2.0,-2.7,2.4,1,-0.5,0.0,-5.3,4.2,4.7
118,90 - 99,40-49,0.9,0.0,3.2,-1.5,2.4,1,0.8,0.0,-3.9,5.5,4.7
119,90 - 99,50-89,3.4,0.0,5.7,1.0,2.4,1,3.5,0.0,-1.2,8.2,4.7
120,0 - 9,1-9,8.6,4.0,10.1,7.0,1.6,2,6.2,4.0,3.8,8.5,2.4
121,0 - 9,10-19,2.4,0.0,3.9,0.8,1.6,2,1.4,0.0,-1.0,3.7,2.4
122,0 - 9,20-29,-2.7,0.0,-1.1,-4.3,1.6,2,-1.4,0.0,-3.7,1.0,2.4
123,0 - 9,30-39,-2.3,0.0,-0.7,-3.9,1.6,2,-2.8,0.0,-5.2,-0.5,2.4
124,0 - 9,40-49,-4.1,0.0,-2.6,-5.7,1.6,2,-1.8,0.0,-4.2,0.5,2.4
125,0 - 9,50-89,-0.3,0.0,1.3,-1.9,1.6,2,-0.8,0.0,-3.1,1.6,2.4
126,10 - 19,1-9,4.3,1.0,5.9,2.7,1.6,2,1.3,1.0,-1.1,3.6,2.4
127,10 - 19,10-19,1.9,1.0,3.5,0.4,1.6,2,-2.2,1.0,-4.5,0.2,2.4
128,10 - 19,20-29,-2.6,0.0,-1.0,-4.1,1.6,2,-0.8,0.0,-3.1,1.6,2.4
129,10 - 19,30-39,0.9,0.0,2.5,-0.6,1.6,2,3.1,0.0,0.7,5.4,2.4
130,10 - 19,40-49,2.9,0.0,4.5,1.4,1.6,2,2.0,0.0,-0.4,4.3,2.4
131,10 - 19,50-89,0.4,0.0,1.9,-1.2,1.6,2,-0.6,0.0,-2.9,1.8,2.4
