,Q9,instr,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Strongly disagree,Instructor 1,17.1,17.0,21.8,12.4,4.7,0,,,,,
1,Strongly disagree,Instructor 2,28.6,26.0,33.3,23.9,4.7,0,,,,,
2,Strongly disagree,Instructor 3,113.5,109.0,118.2,108.8,4.7,0,,,,,
3,Disagree,Instructor 1,13.4,15.0,18.1,8.7,4.7,0,,,,,
4,Disagree,Instructor 2,35.2,27.0,39.9,30.5,4.7,0,,,,,
5,Disagree,Instructor 3,90.1,90.0,94.8,85.4,4.7,0,,,,,
6,Neither agree nor disagree,Instructor 1,32.3,32.0,37.0,27.6,4.7,0,,,,,
7,Neither agree nor disagree,Instructor 2,64.3,67.0,69.0,59.6,4.7,0,,,,,
8,Neither agree nor disagree,Instructor 3,193.2,190.0,197.9,188.5,4.7,0,,,,,
9,Agree,Instructor 1,34.3,34.0,39.0,29.6,4.7,0,,,,,
10,Agree,Instructor 2,66.2,81.0,70.9,61.5,4.7,0,,,,,
11,Agree,Instructor 3,144.4,143.0,149.1,139.7,4.7,0,,,,,
12,Strongly agree,Instructor 1,30.7,24.0,35.4,26.0,4.7,0,,,,,
13,Strongly agree,Instructor 2,48.0,49.0,52.7,43.3,4.7,0,,,,,
14,Strongly agree,Instructor 3,98.3,96.0,103.1,93.6,4.7,0,,,,,
15,Strongly disagree,Instructor 1,17.8,17.0,20.1,15.4,2.4,1,17.1,17.0,12.4,21.8,4.7
16,Strongly disagree,Instructor 2,26.2,26.0,28.6,23.9,2.4,1,28.6,26.0,23.9,33.3,4.7
17,Strongly disagree,Instructor 3,112.1,109.0,114.5,109.8,2.4,1,113.5,109.0,108.8,118.2,4.7
18,Disagree,Instructor 1,12.5,15.0,14.9,10.2,2.4,1,13.4,15.0,8.7,18.1,4.7
19,Disagree,Instructor 2,30.4,27.0,32.7,28.0,2.4,1,35.2,27.0,30.5,39.9,4.7
20,Disagree,Instructor 3,92.5,90.0,94.9,90.2,2.4,1,90.1,90.0,85.4,94.8,4.7
21,Neither agree nor disagree,Instructor 1,33.3,32.0,35.6,30.9,2.4,1,32.3,32.0,27.6,37.0,4.7
22,Neither agree nor disagree,Instructor 2,62.2,67.0,64.5,59.8,2.4,1,64.3,67.0,59.6,69.0,4.7
23,Neither agree nor disagree,Instructor 3,192.6,190.0,195.0,190.3,2.4,1,193.2,190.0,188.5,197.9,4.7
24,Agree,Instructor 1,33.8,34.0,36.2,31.4,2.4,1,34.3,34.0,29.6,39.0,4.7
25,Agree,Instructor 2,80.4,81.0,82.7,78.0,2.4,1,66.2,81.0,61.5,70.9,4.7
26,Agree,Instructor 3,143.5,143.0,145.9,141.2,2.4,1,144.4,143.0,139.7,149.1,4.7
27,Strongly agree,Instructor 1,26.8,24.0,29.1,24.4,2.4,1,30.7,24.0,26.0,35.4,4.7
28,Strongly agree,Instructor 2,49.5,49.0,51.8,47.1,2.4,1,48.0,49.0,43.3,52.7,4.7
29,Strongly agree,Instructor 3,96.6,96.0,99.0,94.3,2.4,1,98.3,96.0,93.6,103.1,4.7
30,Strongly disagree,Instructor 1,18.2,17.0,19.8,16.6,1.6,2,17.8,17.0,15.4,20.1,2.4
31,Strongly disagree,Instructor 2,28.6,26.0,30.1,27.0,1.6,2,26.2,26.0,23.9,28.6,2.4
32,Strongly disagree,Instructor 3,109.9,109.0,111.5,108.3,1.6,2,112.1,109.0,109.8,114.5,2.4
33,Disagree,Instructor 1,11.9,15.0,13.4,10.3,1.6,2,12.5,15.0,10.2,14.9,2.4
34,Disagree,Instructor 2,28.3,27.0,29.9,26.7,1.6,2,30.4,27.0,28.0,32.7,2.4
35,Disagree,Instructor 3,97.0,90.0,98.5,95.4,1.6,2,92.5,90.0,90.2,94.9,2.4
36,Neither agree nor disagree,Instructor 1,31.2,32.0,32.7,29.6,1.6,2,33.3,32.0,30.9,35.6,2.4
37,Neither agree nor disagree,Instructor 2,63.8,67.0,65.4,62.2,1.6,2,62.2,67.0,59.8,64.5,2.4
38,Neither agree nor disagree,Instructor 3,191.6,190.0,193.2,190.1,1.6,2,192.6,190.0,190.3,195.0,2.4
39,Agree,Instructor 1,34.2,34.0,35.7,32.6,1.6,2,33.8,34.0,31.4,36.2,2.4
40,Agree,Instructor 2,80.9,81.0,82.5,79.3,1.6,2,80.4,81.0,78.0,82.7,2.4
41,Agree,Instructor 3,142.0,143.0,143.6,140.5,1.6,2,143.5,143.0,141.2,145.9,2.4
42,Strongly agree,Instructor 1,24.3,24.0,25.8,22.7,1.6,2,26.8,24.0,24.4,29.1,2.4
43,Strongly agree,Instructor 2,48.0,49.0,49.6,46.4,1.6,2,49.5,49.0,47.1,51.8,2.4
44,Strongly agree,Instructor 3,96.3,96.0,97.9,94.7,1.6,2,96.6,96.0,94.3,99.0,2.4
45,Strongly disagree,Instructor 1,17.9,17.0,19.1,16.7,1.2,3,18.2,17.0,16.6,19.8,1.6
46,Strongly disagree,Instructor 2,28.1,26.0,29.2,26.9,1.2,3,28.6,26.0,27.0,30.1,1.6
47,Strongly disagree,Instructor 3,110.0,109.0,111.1,108.8,1.2,3,109.9,109.0,108.3,111.5,1.6
48,Disagree,Instructor 1,12.5,15.0,13.7,11.3,1.2,3,11.9,15.0,10.3,13.4,1.6
49,Disagree,Instructor 2,27.9,27.0,29.1,26.7,1.2,3,28.3,27.0,26.7,29.9,1.6
50,Disagree,Instructor 3,93.7,90.0,94.9,92.6,1.2,3,97.0,90.0,95.4,98.5,1.6
51,Neither agree nor disagree,Instructor 1,30.7,32.0,31.9,29.5,1.2,3,31.2,32.0,29.6,32.7,1.6
52,Neither agree nor disagree,Instructor 2,62.4,67.0,63.6,61.2,1.2,3,63.8,67.0,62.2,65.4,1.6
53,Neither agree nor disagree,Instructor 3,193.4,190.0,194.6,192.3,1.2,3,191.6,190.0,190.1,193.2,1.6
54,Agree,Instructor 1,34.6,34.0,35.8,33.5,1.2,3,34.2,34.0,32.6,35.7,1.6
55,Agree,Instructor 2,80.9,81.0,82.1,79.7,1.2,3,80.9,81.0,79.3,82.5,1.6
56,Agree,Instructor 3,140.9,143.0,142.0,139.7,1.2,3,142.0,143.0,140.5,143.6,1.6
57,Strongly agree,Instructor 1,24.1,24.0,25.3,22.9,1.2,3,24.3,24.0,22.7,25.8,1.6
58,Strongly agree,Instructor 2,48.3,49.0,49.5,47.1,1.2,3,48.0,49.0,46.4,49.6,1.6
59,Strongly agree,Instructor 3,97.9,96.0,99.1,96.7,1.2,3,96.3,96.0,94.7,97.9,1.6
60,Strongly disagree,Instructor 1,17.9,17.0,18.9,17.0,0.9,4,17.9,17.0,16.7,19.1,1.2
61,Strongly disagree,Instructor 2,26.6,26.0,27.5,25.6,0.9,4,28.1,26.0,26.9,29.2,1.2
62,Strongly disagree,Instructor 3,110.0,109.0,110.9,109.1,0.9,4,110.0,109.0,108.8,111.1,1.2
63,Disagree,Instructor 1,12.5,15.0,13.4,11.6,0.9,4,12.5,15.0,11.3,13.7,1.2
64,Disagree,Instructor 2,27.6,27.0,28.5,26.6,0.9,4,27.9,27.0,26.7,29.1,1.2
65,Disagree,Instructor 3,91.8,90.0,92.7,90.8,0.9,4,93.7,90.0,92.6,94.9,1.2
66,Neither agree nor disagree,Instructor 1,30.6,32.0,31.6,29.7,0.9,4,30.7,32.0,29.5,31.9,1.2
67,Neither agree nor disagree,Instructor 2,62.6,67.0,63.5,61.6,0.9,4,62.4,67.0,61.2,63.6,1.2
68,Neither agree nor disagree,Instructor 3,192.0,190.0,192.9,191.1,0.9,4,193.4,190.0,192.3,194.6,1.2
69,Agree,Instructor 1,31.7,34.0,32.6,30.7,0.9,4,34.6,34.0,33.5,35.8,1.2
70,Agree,Instructor 2,81.4,81.0,82.3,80.4,0.9,4,80.9,81.0,79.7,82.1,1.2
71,Agree,Instructor 3,142.1,143.0,143.1,141.2,0.9,4,140.9,143.0,139.7,142.0,1.2
72,Strongly agree,Instructor 1,23.7,24.0,24.7,22.8,0.9,4,24.1,24.0,22.9,25.3,1.2
73,Strongly agree,Instructor 2,48.4,49.0,49.4,47.5,0.9,4,48.3,49.0,47.1,49.5,1.2
74,Strongly agree,Instructor 3,98.0,96.0,98.9,97.0,0.9,4,97.9,96.0,96.7,99.1,1.2
75,Strongly disagree,Instructor 1,16.7,17.0,17.5,15.9,0.8,5,17.9,17.0,17.0,18.9,0.9
76,Strongly disagree,Instructor 2,26.0,26.0,26.8,25.2,0.8,5,26.6,26.0,25.6,27.5,0.9
77,Strongly disagree,Instructor 3,110.7,109.0,111.5,109.9,0.8,5,110.0,109.0,109.1,110.9,0.9
78,Disagree,Instructor 1,12.4,15.0,13.2,11.6,0.8,5,12.5,15.0,11.6,13.4,0.9
79,Disagree,Instructor 2,27.3,27.0,28.1,26.5,0.8,5,27.6,27.0,26.6,28.5,0.9
80,Disagree,Instructor 3,91.4,90.0,92.2,90.6,0.8,5,91.8,90.0,90.8,92.7,0.9
81,Neither agree nor disagree,Instructor 1,30.1,32.0,30.9,29.3,0.8,5,30.6,32.0,29.7,31.6,0.9
82,Neither agree nor disagree,Instructor 2,64.0,67.0,64.8,63.2,0.8,5,62.6,67.0,61.6,63.5,0.9
83,Neither agree nor disagree,Instructor 3,191.5,190.0,192.3,190.7,0.8,5,192.0,190.0,191.1,192.9,0.9
84,Agree,Instructor 1,31.3,34.0,32.1,30.5,0.8,5,31.7,34.0,30.7,32.6,0.9
85,Agree,Instructor 2,81.0,81.0,81.8,80.2,0.8,5,81.4,81.0,80.4,82.3,0.9
86,Agree,Instructor 3,143.5,143.0,144.3,142.7,0.8,5,142.1,143.0,141.2,143.1,0.9
87,Strongly agree,Instructor 1,23.1,24.0,23.9,22.3,0.8,5,23.7,24.0,22.8,24.7,0.9
88,Strongly agree,Instructor 2,48.6,49.0,49.4,47.8,0.8,5,48.4,49.0,47.5,49.4,0.9
89,Strongly agree,Instructor 3,97.8,96.0,98.6,97.0,0.8,5,98.0,96.0,97.0,98.9,0.9
90,Strongly disagree,Instructor 1,16.7,17.0,17.3,16.0,0.7,6,16.7,17.0,15.9,17.5,0.8
91,Strongly disagree,Instructor 2,25.7,26.0,26.4,25.0,0.7,6,26.0,26.0,25.2,26.8,0.8
92,Strongly disagree,Instructor 3,110.5,109.0,111.2,109.9,0.7,6,110.7,109.0,109.9,111.5,0.8
93,Disagree,Instructor 1,12.8,15.0,13.5,12.1,0.7,6,12.4,15.0,11.6,13.2,0.8
94,Disagree,Instructor 2,27.2,27.0,27.9,26.5,0.7,6,27.3,27.0,26.5,28.1,0.8
95,Disagree,Instructor 3,91.5,90.0,92.2,90.8,0.7,6,91.4,90.0,90.6,92.2,0.8
96,Neither agree nor disagree,Instructor 1,30.0,32.0,30.7,29.3,0.7,6,30.1,32.0,29.3,30.9,0.8
97,Neither agree nor disagree,Instructor 2,64.0,67.0,64.7,63.3,0.7,6,64.0,67.0,63.2,64.8,0.8
98,Neither agree nor disagree,Instructor 3,192.9,190.0,193.6,192.2,0.7,6,191.5,190.0,190.7,192.3,0.8
99,Agree,Instructor 1,32.9,34.0,33.6,32.2,0.7,6,31.3,34.0,30.5,32.1,0.8
100,Agree,Instructor 2,81.7,81.0,82.4,81.1,0.7,6,81.0,81.0,80.2,81.8,0.8
101,Agree,Instructor 3,143.4,143.0,144.0,142.7,0.7,6,143.5,143.0,142.7,144.3,0.8
102,Strongly agree,Instructor 1,23.4,24.0,24.1,22.7,0.7,6,23.1,24.0,22.3,23.9,0.8
103,Strongly agree,Instructor 2,49.6,49.0,50.3,48.9,0.7,6,48.6,49.0,47.8,49.4,0.8
104,Strongly agree,Instructor 3,98.0,96.0,98.7,97.3,0.7,6,97.8,96.0,97.0,98.6,0.8
