,admission_type_id,time_in_hospital,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Emergency,1-2,150.2,158.0,155.0,145.5,4.7,0,,,,,
1,Emergency,3-4,183.2,185.0,187.9,178.5,4.7,0,,,,,
2,Emergency,5-6,95.9,94.0,100.7,91.2,4.7,0,,,,,
3,Emergency,7-8,37.5,48.0,42.2,32.8,4.7,0,,,,,
4,Emergency,9-10,29.0,32.0,33.8,24.3,4.7,0,,,,,
5,Emergency,11-12,6.4,14.0,11.1,1.7,4.7,0,,,,,
6,Emergency,13-14,6.3,8.0,11.0,1.6,4.7,0,,,,,
7,Urgent,1-2,56.4,58.0,61.1,51.7,4.7,0,,,,,
8,Urgent,3-4,50.6,50.0,55.3,45.9,4.7,0,,,,,
9,Urgent,5-6,37.4,44.0,42.1,32.7,4.7,0,,,,,
10,Urgent,7-8,40.4,36.0,45.1,35.7,4.7,0,,,,,
11,Urgent,9-10,4.6,9.0,9.3,-0.1,4.7,0,,,,,
12,Urgent,11-12,1.6,5.0,6.3,-3.2,4.7,0,,,,,
13,Urgent,13-14,5.0,5.0,9.7,0.3,4.7,0,,,,,
14,Elective,1-2,69.4,67.0,74.1,64.7,4.7,0,,,,,
15,Elective,3-4,70.4,61.0,75.1,65.7,4.7,0,,,,,
16,Elective,5-6,32.4,30.0,37.2,27.7,4.7,0,,,,,
17,Elective,7-8,15.1,16.0,19.8,10.4,4.7,0,,,,,
18,Elective,9-10,8.3,9.0,13.0,3.6,4.7,0,,,,,
19,Elective,11-12,9.9,8.0,14.6,5.1,4.7,0,,,,,
20,Elective,13-14,3.0,5.0,7.7,-1.8,4.7,0,,,,,
21,Newborn,1-2,5.8,0.0,10.5,1.1,4.7,0,,,,,
22,Newborn,3-4,2.5,0.0,7.2,-2.3,4.7,0,,,,,
23,Newborn,5-6,0.1,0.0,4.8,-4.6,4.7,0,,,,,
24,Newborn,7-8,-3.6,0.0,1.1,-8.4,4.7,0,,,,,
25,Newborn,9-10,-1.7,0.0,3.0,-6.4,4.7,0,,,,,
26,Newborn,11-12,-1.9,0.0,2.8,-6.6,4.7,0,,,,,
27,Newborn,13-14,-1.4,0.0,3.3,-6.1,4.7,0,,,,,
28,Not Available,1-2,18.3,18.0,23.0,13.6,4.7,0,,,,,
29,Not Available,3-4,18.2,21.0,22.9,13.5,4.7,0,,,,,
30,Not Available,5-6,10.1,7.0,14.8,5.3,4.7,0,,,,,
31,Not Available,7-8,7.0,5.0,11.7,2.3,4.7,0,,,,,
32,Not Available,9-10,4.0,0.0,8.7,-0.7,4.7,0,,,,,
33,Not Available,11-12,-1.1,1.0,3.6,-5.8,4.7,0,,,,,
34,Not Available,13-14,0.9,0.0,5.6,-3.8,4.7,0,,,,,
35,Trauma Center,1-2,-0.9,0.0,3.9,-5.6,4.7,0,,,,,
36,Trauma Center,3-4,-0.7,0.0,4.1,-5.4,4.7,0,,,,,
37,Trauma Center,5-6,3.2,0.0,7.9,-1.5,4.7,0,,,,,
38,Trauma Center,7-8,0.7,0.0,5.5,-4.0,4.7,0,,,,,
39,Trauma Center,9-10,5.3,0.0,10.0,0.6,4.7,0,,,,,
40,Trauma Center,11-12,-0.1,0.0,4.6,-4.8,4.7,0,,,,,
41,Trauma Center,13-14,3.6,0.0,8.3,-1.2,4.7,0,,,,,
42,Not Mapped,1-2,7.9,5.0,12.6,3.2,4.7,0,,,,,
43,Not Mapped,3-4,6.0,1.0,10.7,1.3,4.7,0,,,,,
44,Not Mapped,5-6,1.7,0.0,6.4,-3.0,4.7,0,,,,,
45,Not Mapped,7-8,-0.3,0.0,4.4,-5.0,4.7,0,,,,,
46,Not Mapped,9-10,-1.6,0.0,3.1,-6.4,4.7,0,,,,,
47,Not Mapped,11-12,3.4,0.0,8.1,-1.3,4.7,0,,,,,
48,Not Mapped,13-14,-4.3,0.0,0.5,-9.0,4.7,0,,,,,
49,Emergency,1-2,155.8,158.0,158.2,153.5,2.4,1,150.2,158.0,145.5,155.0,4.7
50,Emergency,3-4,184.0,185.0,186.3,181.6,2.4,1,183.2,185.0,178.5,187.9,4.7
51,Emergency,5-6,96.1,94.0,98.4,93.7,2.4,1,95.9,94.0,91.2,100.7,4.7
52,Emergency,7-8,42.6,48.0,45.0,40.3,2.4,1,37.5,48.0,32.8,42.2,4.7
53,Emergency,9-10,32.7,32.0,35.0,30.3,2.4,1,29.0,32.0,24.3,33.8,4.7
54,Emergency,11-12,11.1,14.0,13.4,8.7,2.4,1,6.4,14.0,1.7,11.1,4.7
55,Emergency,13-14,5.3,8.0,7.7,3.0,2.4,1,6.3,8.0,1.6,11.0,4.7
56,Urgent,1-2,59.2,58.0,61.6,56.8,2.4,1,56.4,58.0,51.7,61.1,4.7
57,Urgent,3-4,49.8,50.0,52.1,47.4,2.4,1,50.6,50.0,45.9,55.3,4.7
58,Urgent,5-6,40.3,44.0,42.6,37.9,2.4,1,37.4,44.0,32.7,42.1,4.7
59,Urgent,7-8,34.1,36.0,36.4,31.7,2.4,1,40.4,36.0,35.7,45.1,4.7
60,Urgent,9-10,7.3,9.0,9.7,5.0,2.4,1,4.6,9.0,-0.1,9.3,4.7
61,Urgent,11-12,4.8,5.0,7.2,2.5,2.4,1,1.6,5.0,-3.2,6.3,4.7
62,Urgent,13-14,7.6,5.0,10.0,5.3,2.4,1,5.0,5.0,0.3,9.7,4.7
63,Elective,1-2,70.3,67.0,72.7,67.9,2.4,1,69.4,67.0,64.7,74.1,4.7
64,Elective,3-4,64.0,61.0,66.3,61.6,2.4,1,70.4,61.0,65.7,75.1,4.7
65,Elective,5-6,30.7,30.0,33.1,28.4,2.4,1,32.4,30.0,27.7,37.2,4.7
66,Elective,7-8,15.1,16.0,17.5,12.8,2.4,1,15.1,16.0,10.4,19.8,4.7
67,Elective,9-10,8.9,9.0,11.3,6.6,2.4,1,8.3,9.0,3.6,13.0,4.7
68,Elective,11-12,9.0,8.0,11.3,6.6,2.4,1,9.9,8.0,5.1,14.6,4.7
69,Elective,13-14,4.1,5.0,6.4,1.7,2.4,1,3.0,5.0,-1.8,7.7,4.7
70,Newborn,1-2,6.2,0.0,8.6,3.9,2.4,1,5.8,0.0,1.1,10.5,4.7
71,Newborn,3-4,0.1,0.0,2.4,-2.3,2.4,1,2.5,0.0,-2.3,7.2,4.7
72,Newborn,5-6,-1.4,0.0,1.0,-3.8,2.4,1,0.1,0.0,-4.6,4.8,4.7
73,Newborn,7-8,-0.2,0.0,2.2,-2.5,2.4,1,-3.6,0.0,-8.4,1.1,4.7
74,Newborn,9-10,-1.7,0.0,0.7,-4.0,2.4,1,-1.7,0.0,-6.4,3.0,4.7
75,Newborn,11-12,-0.2,0.0,2.1,-2.6,2.4,1,-1.9,0.0,-6.6,2.8,4.7
76,Newborn,13-14,2.4,0.0,4.8,0.1,2.4,1,-1.4,0.0,-6.1,3.3,4.7
77,Not Available,1-2,19.5,18.0,21.9,17.2,2.4,1,18.3,18.0,13.6,23.0,4.7
78,Not Available,3-4,15.2,21.0,17.5,12.8,2.4,1,18.2,21.0,13.5,22.9,4.7
79,Not Available,5-6,8.6,7.0,10.9,6.2,2.4,1,10.1,7.0,5.3,14.8,4.7
80,Not Available,7-8,5.8,5.0,8.1,3.4,2.4,1,7.0,5.0,2.3,11.7,4.7
81,Not Available,9-10,2.8,0.0,5.2,0.4,2.4,1,4.0,0.0,-0.7,8.7,4.7
82,Not Available,11-12,1.3,1.0,3.7,-1.0,2.4,1,-1.1,1.0,-5.8,3.6,4.7
83,Not Available,13-14,-3.5,0.0,-1.1,-5.9,2.4,1,0.9,0.0,-3.8,5.6,4.7
84,Trauma Center,1-2,-0.0,0.0,2.3,-2.4,2.4,1,-0.9,0.0,-5.6,3.9,4.7
85,Trauma Center,3-4,0.6,0.0,2.9,-1.8,2.4,1,-0.7,0.0,-5.4,4.1,4.7
86,Trauma Center,5-6,-0.4,0.0,2.0,-2.7,2.4,1,3.2,0.0,-1.5,7.9,4.7
87,Trauma Center,7-8,0.8,0.0,3.2,-1.5,2.4,1,0.7,0.0,-4.0,5.5,4.7
88,Trauma Center,9-10,0.7,0.0,3.0,-1.7,2.4,1,5.3,0.0,0.6,10.0,4.7
89,Trauma Center,11-12,-0.2,0.0,2.2,-2.5,2.4,1,-0.1,0.0,-4.8,4.6,4.7
90,Trauma Center,13-14,7.2,0.0,9.5,4.8,2.4,1,3.6,0.0,-1.2,8.3,4.7
91,Not Mapped,1-2,7.2,5.0,9.6,4.9,2.4,1,7.9,5.0,3.2,12.6,4.7
92,Not Mapped,3-4,3.4,1.0,5.7,1.0,2.4,1,6.0,1.0,1.3,10.7,4.7
93,Not Mapped,5-6,3.8,0.0,6.2,1.5,2.4,1,1.7,0.0,-3.0,6.4,4.7
94,Not Mapped,7-8,0.9,0.0,3.2,-1.5,2.4,1,-0.3,0.0,-5.0,4.4,4.7
95,Not Mapped,9-10,-9.9,0.0,-7.6,-12.3,2.4,1,-1.6,0.0,-6.4,3.1,4.7
96,Not Mapped,11-12,2.4,0.0,4.8,0.1,2.4,1,3.4,0.0,-1.3,8.1,4.7
97,Not Mapped,13-14,-1.8,0.0,0.5,-4.2,2.4,1,-4.3,0.0,-9.0,0.5,4.7
98,Emergency,1-2,157.3,158.0,158.8,155.7,1.6,2,155.8,158.0,153.5,158.2,2.4
99,Emergency,3-4,183.4,185.0,185.0,181.9,1.6,2,184.0,185.0,181.6,186.3,2.4
100,Emergency,5-6,94.9,94.0,96.5,93.3,1.6,2,96.1,94.0,93.7,98.4,2.4
101,Emergency,7-8,43.8,48.0,45.3,42.2,1.6,2,42.6,48.0,40.3,45.0,2.4
102,Emergency,9-10,34.2,32.0,35.8,32.7,1.6,2,32.7,32.0,30.3,35.0,2.4
103,Emergency,11-12,14.1,14.0,15.7,12.6,1.6,2,11.1,14.0,8.7,13.4,2.4
104,Emergency,13-14,6.5,8.0,8.1,5.0,1.6,2,5.3,8.0,3.0,7.7,2.4
105,Urgent,1-2,57.4,58.0,58.9,55.8,1.6,2,59.2,58.0,56.8,61.6,2.4
106,Urgent,3-4,49.5,50.0,51.1,47.9,1.6,2,49.8,50.0,47.4,52.1,2.4
107,Urgent,5-6,39.9,44.0,41.4,38.3,1.6,2,40.3,44.0,37.9,42.6,2.4
108,Urgent,7-8,34.7,36.0,36.3,33.2,1.6,2,34.1,36.0,31.7,36.4,2.4
109,Urgent,9-10,7.1,9.0,8.7,5.6,1.6,2,7.3,9.0,5.0,9.7,2.4
110,Urgent,11-12,3.2,5.0,4.8,1.6,1.6,2,4.8,5.0,2.5,7.2,2.4
111,Urgent,13-14,5.7,5.0,7.2,4.1,1.6,2,7.6,5.0,5.3,10.0,2.4
112,Elective,1-2,69.7,67.0,71.2,68.1,1.6,2,70.3,67.0,67.9,72.7,2.4
113,Elective,3-4,62.5,61.0,64.0,60.9,1.6,2,64.0,61.0,61.6,66.3,2.4
114,Elective,5-6,30.5,30.0,32.1,29.0,1.6,2,30.7,30.0,28.4,33.1,2.4
115,Elective,7-8,15.0,16.0,16.5,13.4,1.6,2,15.1,16.0,12.8,17.5,2.4
116,Elective,9-10,7.0,9.0,8.6,5.4,1.6,2,8.9,9.0,6.6,11.3,2.4
117,Elective,11-12,6.7,8.0,8.3,5.1,1.6,2,9.0,8.0,6.6,11.3,2.4
118,Elective,13-14,3.6,5.0,5.2,2.1,1.6,2,4.1,5.0,1.7,6.4,2.4
119,Newborn,1-2,1.9,0.0,3.4,0.3,1.6,2,6.2,0.0,3.9,8.6,2.4
120,Newborn,3-4,0.9,0.0,2.5,-0.6,1.6,2,0.1,0.0,-2.3,2.4,2.4
121,Newborn,5-6,-0.9,0.0,0.6,-2.5,1.6,2,-1.4,0.0,-3.8,1.0,2.4
