,admission_type_id,age,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,Emergency,0 - 9,8.0,4.0,12.7,3.3,4.7,0,,,,,
1,Emergency,10 - 19,-1.4,2.0,3.3,-6.1,4.7,0,,,,,
2,Emergency,20 - 29,5.6,13.0,10.3,0.9,4.7,0,,,,,
3,Emergency,30 - 39,13.9,15.0,18.6,9.2,4.7,0,,,,,
4,Emergency,40 - 49,51.0,53.0,55.7,46.3,4.7,0,,,,,
5,Emergency,50 - 59,87.2,87.0,91.9,82.5,4.7,0,,,,,
6,Emergency,60 - 69,101.4,103.0,106.1,96.6,4.7,0,,,,,
7,Emergency,70 - 79,142.3,144.0,147.1,137.6,4.7,0,,,,,
8,Emergency,80 - 89,100.0,105.0,104.7,95.3,4.7,0,,,,,
9,Emergency,90 - 99,13.7,16.0,18.4,9.0,4.7,0,,,,,
10,Urgent,0 - 9,-2.1,0.0,2.6,-6.8,4.7,0,,,,,
11,Urgent,10 - 19,1.9,0.0,6.6,-2.8,4.7,0,,,,,
12,Urgent,20 - 29,5.4,1.0,10.1,0.7,4.7,0,,,,,
13,Urgent,30 - 39,8.2,5.0,12.9,3.5,4.7,0,,,,,
14,Urgent,40 - 49,18.1,21.0,22.8,13.4,4.7,0,,,,,
15,Urgent,50 - 59,40.3,44.0,45.1,35.6,4.7,0,,,,,
16,Urgent,60 - 69,33.1,41.0,37.8,28.4,4.7,0,,,,,
17,Urgent,70 - 79,42.5,51.0,47.2,37.8,4.7,0,,,,,
18,Urgent,80 - 89,38.9,42.0,43.7,34.2,4.7,0,,,,,
19,Urgent,90 - 99,23.5,4.0,28.2,18.7,4.7,0,,,,,
20,Elective,0 - 9,2.5,0.0,7.2,-2.3,4.7,0,,,,,
21,Elective,10 - 19,-0.2,0.0,4.5,-4.9,4.7,0,,,,,
22,Elective,20 - 29,3.1,3.0,7.8,-1.6,4.7,0,,,,,
23,Elective,30 - 39,13.4,6.0,18.1,8.6,4.7,0,,,,,
24,Elective,40 - 49,10.9,16.0,15.7,6.2,4.7,0,,,,,
25,Elective,50 - 59,28.8,29.0,33.5,24.0,4.7,0,,,,,
26,Elective,60 - 69,48.8,53.0,53.5,44.1,4.7,0,,,,,
27,Elective,70 - 79,68.3,68.0,73.0,63.6,4.7,0,,,,,
28,Elective,80 - 89,21.3,23.0,26.0,16.6,4.7,0,,,,,
29,Elective,90 - 99,2.3,2.0,7.0,-2.5,4.7,0,,,,,
30,Newborn,0 - 9,-1.1,0.0,3.7,-5.8,4.7,0,,,,,
31,Newborn,10 - 19,0.9,0.0,5.7,-3.8,4.7,0,,,,,
32,Newborn,20 - 29,1.1,0.0,5.8,-3.6,4.7,0,,,,,
33,Newborn,30 - 39,-0.6,0.0,4.1,-5.3,4.7,0,,,,,
34,Newborn,40 - 49,-0.7,0.0,4.0,-5.4,4.7,0,,,,,
35,Newborn,50 - 59,-0.8,0.0,3.9,-5.5,4.7,0,,,,,
36,Newborn,60 - 69,-0.7,0.0,4.0,-5.4,4.7,0,,,,,
37,Newborn,70 - 79,-6.1,0.0,-1.4,-10.8,4.7,0,,,,,
38,Newborn,80 - 89,-7.2,0.0,-2.5,-12.0,4.7,0,,,,,
39,Newborn,90 - 99,-6.2,0.0,-1.5,-10.9,4.7,0,,,,,
40,Not Available,0 - 9,-9.5,0.0,-4.8,-14.2,4.7,0,,,,,
41,Not Available,10 - 19,-0.0,0.0,4.7,-4.7,4.7,0,,,,,
42,Not Available,20 - 29,-4.4,0.0,0.3,-9.1,4.7,0,,,,,
43,Not Available,30 - 39,-7.3,2.0,-2.6,-12.0,4.7,0,,,,,
44,Not Available,40 - 49,5.1,4.0,9.8,0.4,4.7,0,,,,,
45,Not Available,50 - 59,7.6,8.0,12.3,2.9,4.7,0,,,,,
46,Not Available,60 - 69,15.9,6.0,20.6,11.2,4.7,0,,,,,
47,Not Available,70 - 79,10.6,12.0,15.3,5.9,4.7,0,,,,,
48,Not Available,80 - 89,6.9,10.0,11.6,2.2,4.7,0,,,,,
49,Not Available,90 - 99,2.5,1.0,7.2,-2.2,4.7,0,,,,,
50,Trauma Center,0 - 9,2.6,0.0,7.3,-2.1,4.7,0,,,,,
51,Trauma Center,10 - 19,2.9,0.0,7.6,-1.8,4.7,0,,,,,
52,Trauma Center,20 - 29,-0.4,0.0,4.3,-5.1,4.7,0,,,,,
53,Trauma Center,30 - 39,-2.1,0.0,2.6,-6.8,4.7,0,,,,,
54,Trauma Center,40 - 49,-10.1,0.0,-5.4,-14.8,4.7,0,,,,,
55,Trauma Center,50 - 59,-1.0,0.0,3.7,-5.7,4.7,0,,,,,
56,Trauma Center,60 - 69,-5.4,0.0,-0.7,-10.2,4.7,0,,,,,
57,Trauma Center,70 - 79,2.0,0.0,6.7,-2.7,4.7,0,,,,,
58,Trauma Center,80 - 89,-0.3,0.0,4.4,-5.0,4.7,0,,,,,
59,Trauma Center,90 - 99,0.1,0.0,4.9,-4.6,4.7,0,,,,,
60,Not Mapped,0 - 9,-0.5,0.0,4.2,-5.3,4.7,0,,,,,
61,Not Mapped,10 - 19,0.8,0.0,5.5,-3.9,4.7,0,,,,,
62,Not Mapped,20 - 29,4.5,1.0,9.2,-0.2,4.7,0,,,,,
63,Not Mapped,30 - 39,-0.3,0.0,4.4,-5.1,4.7,0,,,,,
64,Not Mapped,40 - 49,6.0,1.0,10.7,1.3,4.7,0,,,,,
65,Not Mapped,50 - 59,-1.7,1.0,3.0,-6.4,4.7,0,,,,,
66,Not Mapped,60 - 69,-5.1,0.0,-0.4,-9.9,4.7,0,,,,,
67,Not Mapped,70 - 79,-10.4,2.0,-5.7,-15.1,4.7,0,,,,,
68,Not Mapped,80 - 89,7.0,1.0,11.7,2.3,4.7,0,,,,,
69,Not Mapped,90 - 99,1.1,0.0,5.8,-3.7,4.7,0,,,,,
70,Emergency,0 - 9,9.0,4.0,11.4,6.7,2.4,1,8.0,4.0,3.3,12.7,4.7
71,Emergency,10 - 19,-1.2,2.0,1.1,-3.6,2.4,1,-1.4,2.0,-6.1,3.3,4.7
72,Emergency,20 - 29,-0.2,13.0,2.1,-2.6,2.4,1,5.6,13.0,0.9,10.3,4.7
73,Emergency,30 - 39,11.2,15.0,13.6,8.9,2.4,1,13.9,15.0,9.2,18.6,4.7
74,Emergency,40 - 49,51.7,53.0,54.1,49.4,2.4,1,51.0,53.0,46.3,55.7,4.7
75,Emergency,50 - 59,87.1,87.0,89.5,84.7,2.4,1,87.2,87.0,82.5,91.9,4.7
76,Emergency,60 - 69,102.4,103.0,104.8,100.1,2.4,1,101.4,103.0,96.6,106.1,4.7
77,Emergency,70 - 79,145.6,144.0,147.9,143.2,2.4,1,142.3,144.0,137.6,147.1,4.7
78,Emergency,80 - 89,101.0,105.0,103.3,98.6,2.4,1,100.0,105.0,95.3,104.7,4.7
79,Emergency,90 - 99,14.6,16.0,16.9,12.2,2.4,1,13.7,16.0,9.0,18.4,4.7
80,Urgent,0 - 9,-1.6,0.0,0.8,-4.0,2.4,1,-2.1,0.0,-6.8,2.6,4.7
81,Urgent,10 - 19,-4.9,0.0,-2.5,-7.2,2.4,1,1.9,0.0,-2.8,6.6,4.7
82,Urgent,20 - 29,5.9,1.0,8.2,3.5,2.4,1,5.4,1.0,0.7,10.1,4.7
83,Urgent,30 - 39,7.0,5.0,9.4,4.7,2.4,1,8.2,5.0,3.5,12.9,4.7
