,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,0 - 9,1-9,-7.8,0.0,-3.0,-12.5,4.7,0,,,,,
1,0 - 9,10-19,-1.8,0.0,2.9,-6.5,4.7,0,,,,,
2,0 - 9,20-29,1.9,0.0,6.7,-2.8,4.7,0,,,,,
3,0 - 9,30-39,-10.5,0.0,-5.8,-15.2,4.7,0,,,,,
4,0 - 9,40-49,-3.0,0.0,1.8,-7.7,4.7,0,,,,,
5,0 - 9,50-89,-7.6,0.0,-2.9,-12.3,4.7,0,,,,,
6,10 - 19,1-9,12.3,11.0,17.0,7.6,4.7,0,,,,,
7,10 - 19,10-19,0.4,2.0,5.1,-4.3,4.7,0,,,,,
8,10 - 19,20-29,0.6,0.0,5.3,-4.1,4.7,0,,,,,
9,10 - 19,30-39,-6.6,0.0,-1.9,-11.3,4.7,0,,,,,
10,10 - 19,40-49,4.4,0.0,9.1,-0.3,4.7,0,,,,,
11,10 - 19,50-89,-4.4,0.0,0.3,-9.1,4.7,0,,,,,
12,20 - 29,1-9,7.0,7.0,11.7,2.3,4.7,0,,,,,
13,20 - 29,10-19,11.3,7.0,16.0,6.6,4.7,0,,,,,
14,20 - 29,20-29,2.4,0.0,7.1,-2.3,4.7,0,,,,,
15,20 - 29,30-39,9.4,0.0,14.1,4.7,4.7,0,,,,,
16,20 - 29,40-49,2.4,0.0,7.2,-2.3,4.7,0,,,,,
17,20 - 29,50-89,-0.9,0.0,3.8,-5.6,4.7,0,,,,,
18,30 - 39,1-9,16.9,15.0,21.6,12.1,4.7,0,,,,,
19,30 - 39,10-19,33.0,35.0,37.7,28.2,4.7,0,,,,,
20,30 - 39,20-29,13.1,9.0,17.8,8.4,4.7,0,,,,,
21,30 - 39,30-39,8.8,3.0,13.5,4.1,4.7,0,,,,,
22,30 - 39,40-49,2.5,0.0,7.2,-2.3,4.7,0,,,,,
23,30 - 39,50-89,0.1,0.0,4.8,-4.6,4.7,0,,,,,
24,40 - 49,1-9,19.3,21.0,24.0,14.6,4.7,0,,,,,
25,40 - 49,10-19,43.1,45.0,47.8,38.4,4.7,0,,,,,
26,40 - 49,20-29,18.6,20.0,23.3,13.9,4.7,0,,,,,
27,40 - 49,30-39,6.7,7.0,11.4,2.0,4.7,0,,,,,
28,40 - 49,40-49,1.3,1.0,6.0,-3.4,4.7,0,,,,,
29,40 - 49,50-89,0.2,3.0,4.9,-4.5,4.7,0,,,,,
30,50 - 59,1-9,35.0,33.0,39.7,30.3,4.7,0,,,,,
31,50 - 59,10-19,100.0,96.0,104.7,95.3,4.7,0,,,,,
